SCADDB	SCCDB	SCOPDB	SEX	AGE	MONLY	MWORK	MAGE	POVERTY
79	47	24	1	16.8002283105023	0	1	30.8333333333333	0
80	44	38	0	16.2481735159817	0	1	22.3333333333333	0
67	40	23	1	17.4586757990868	0	1	27.1666666666667	0
63.4000015258789	41.7999992370606	34.0200004577637	1	18.3780821917808	0	1	40.25	0
61	42	28	1	15.189497716895	0	1	37.4166666666667	0
93	43	30	1	12.648401826484	0	1	25.9166666666667	0
60	41	23	1	17.8835616438356	0	3	25.75	0
59	39	23	1	10.0641552511415	0	1	35.1666666666667	0
54	39	26	0	12.2116438356164	0	1	31	0
58	48	23	1	13.9477168949772	0	1	21.6666666666667	0
73	44	27	1	14.9899543378995	0	2	35.5833333333333	0
62	41	22	0	13.5337899543379	0	1	23.0833333333333	0
55	41	27	1	16.453196347032	0	1	28.1666666666667	0
58	41	23	1	13.4723744292237	0	1	25.1666666666667	0
63	52	28	0	16.4011415525114	0	1	20.1666666666667	0
55	39	24	1	13.0118721461187	0	1	24.5833333333333	0
62	46	33	1	17.9312785388128	0	1	24.6666666666667	0
63	40	22	0	12.6116438356164	0	1	36	0
69	44	26	1	9.50936073059359	0	1	30.6666666666667	0
60	41	25	1	10.3509132420091	0	2	21.8333333333333	0
54	40	24	0	10.2922374429224	0	1	26.9166666666667	0
88	52	26	1	14.6006849315069	0	1	33	0
60	39	27	0	15.0502283105023	0	1	23.5833333333333	0
66	41	29	0	9.92876712328767	0	3	29.25	0
55	40	22	0	11.9057077625571	0	1	30.3333333333333	0
94	42	36	1	11.1228310502283	0	1	30.0833333333333	0
64	39	23	1	10.236301369863	0	1	24	0
60	40	22	0	17.2563926940639	0	2	26.3333333333333	0
89.3499984741211	41.5999984741211	31.3999996185303	0	14.9312785388128	0	1	31.6666666666667	0
63	41	29	0	13.8972602739726	0	3	26.75	0
57	41	24	1	16.1006849315069	0	1	21.5	0
64	41	28	0	12.7278538812785	0	1	30.9166666666667	0
56	40	23	0	14.1308219178082	0	2	26.5	0
61	49	26	0	14.9011415525114	0	1	28.6666666666667	0
61	40	25	0	15.898401826484	0	1	20.6666666666667	0
57	41	30	0	14.1308219178082	0	3	24.5	0
61	46	27	1	17.8561643835616	0	2	20.75	0
65	44	23	1	15.7344748858448	0	1	37.8333333333333	0
67	47	34	1	9.71438356164384	0	1	25.5	0
81	40	26	1	10.7006849315069	0	1	24.5	0
96	45	26	1	10.708904109589	0	3	25.5	0
64	45	31	1	11.0559360730594	0	1	25.1666666666667	0
59	40	27	1	16.6198630136986	0	1	24	0
58	44	31	1	14.4899543378995	0	1	25.0833333333333	0
56	39	27	1	13.5063926940639	0	1	24.0833333333333	0
67	45	27	1	13.0869863013699	0	1	25.5	0
71	51	29	1	14.2372146118722	0	1	28.3333333333333	0
65	43	30	0	15.6648401826484	0	1	24.9166666666667	0
59	40	24	0	13.3315068493151	0	1	21.25	0
83	42	32	1	14.1143835616438	1	3	24.5	0
81	56	34	1	13.0063926940639	0	2	25.5833333333333	0
64	47	29	0	14.8057077625571	0	3	32.8333333333333	0
67	40	24	1	14.9751141552511	0	1	27.6666666666667	0
85	47	32	0	12.8278538812785	0	1	19.4166666666667	0
68	48	25	0	17.6675799086758	0	1	18.9166666666667	0
118	52	47	0	12.1815068493151	0	1	19	0
66	44	33	0	12.7445205479452	0	1	23.5	0
69	46	34	1	11.708904109589	0	1	20.5	0
68	42	28	0	12.1705479452055	0	1	28	0
75	50	37	1	12.4111872146119	0	1	24.8333333333333	0
57	43	34	0	11.8755707762557	0	1	21	0
64	45	28	0	11.6337899543379	0	1	17.5833333333333	0
60	51	39	0	16.6472602739726	0	1	26	0
56	44	24	1	13.1977168949772	1	1	22.4166666666667	0
62	40	23	0	9.14200913242009	0	2	22	0
78	44	26	1	9.28127853881278	0	1	24.9166666666667	0
59	40	28	1	13.1255707762557	0	3	26.0833333333333	0
60	39	29	1	12.3563926940639	0	1	34.8333333333333	1
62	40	26	0	17.412100456621	0	1	23.1666666666667	0
67	48	28	0	14.9668949771689	0	1	23.6666666666667	0
74.5999984741211	43.4000015258789	28.6599998474121	1	13.0255707762557	0	1	25.5833333333333	0
56	46	30	0	17.858904109589	1	1	29.75	1
87	69	38	1	16.4422374429224	0	1	28.1666666666667	0
63	41	25	1	14.5091324200913	0	1	30.0833333333333	0
59	44	22	0	12.8945205479452	0	1	20.75	0
63	43	25	1	18.5146118721461	0	1	25.0833333333333	0
70	44	29	1	13.648401826484	0	1	21	0
71.8000030517578	49.7999992370606	28.6599998474121	1	18.2755707762557	0	1	21.3333333333333	0
83	41	23	0	12.6280821917808	0	2	25	0
63	43	23	1	10.9506849315069	0	3	24.25	0
51	40	22	1	13.4778538812785	0	1	37.1666666666667	0
76	41	33	0	17.1593607305936	0	1	39.4166666666667	0
79	50	30	0	12.5422374429224	0	1	27.6666666666667	1
71	42	28	0	12.9698630136986	0	1	33.25	0
71	43	37	0	11.7648401826484	0	1	27.4166666666667	0
69	40	27	1	10.6283105022831	0	3	21.5833333333333	0
59	42	23	1	17.9899543378995	0	1	28.5833333333333	0
80	50	40	1	16.0447488584475	0	1	19.5833333333333	0
80	54	28	0	13.1922374429224	0	1	17.4166666666667	0
90	53	31	1	16.6280821917808	0	1	30	0
82.5999984741211	53.2999992370606	45.4000015258789	1	15.6472602739726	1	3	26	0
67	45	24	1	12.5093607305936	0	1	29.6666666666667	0
78	42	32	0	11.8618721461187	0	1	24.3333333333333	0
92	45	32	1	12.9057077625571	0	1	27.3333333333333	0
63	41	27	1	11.6255707762557	0	3	24.5833333333333	0
61	43	35	1	12.0422374429224	0	1	39.1666666666667	0
59	40	26	0	15.8808219178082	0	3	19.75	0
66	40	30	1	15.3561643835616	0	1	23.25	0
72	46	27	1	14.4285388127854	0	2	38.1666666666667	0
72	43	26	1	17.6703196347032	0	1	26.9166666666667	0
72	42	28	1	14.9422374429224	0	1	37.6666666666667	0
65	40	23	0	11.9057077625571	0	3	26.3333333333333	0
71	39	25	0	13.0285388127854	0	1	25.1666666666667	0
67	40	28	1	11.8004566210046	0	2	34.4166666666667	0
62	40	27	1	11.1365296803653	0	1	31.0833333333333	0
57	41	23	0	13.0449771689498	0	3	22.1666666666667	0
76	50	31	1	10.4534246575342	0	1	25.75	0
86	57	43	1	12.736301369863	0	1	19.5	0
70	41	34	0	11.6173515981735	0	1	26.5833333333333	0
64	45	32	1	12.7566210045662	0	2	21.4166666666667	0
68	52	27	1	11.958904109589	0	1	22.25	0
76	46	28	1	12.675799086758	0	1	20	0
52	39	22	1	16.5420091324201	0	1	29.0833333333333	0
60	45	28	0	17.8342465753425	0	1	19.75	1
85	39	25	1	16.175799086758	0	2	23.4166666666667	0
62	42	29	0	14.3232876712329	0	1	22.25	0
85	49	37	1	12.6730593607306	0	1	24.9166666666667	0
75	42	39	1	18.1280821917808	0	3	39.5	0
77	43	30	0	15.4148401826484	0	1	22.1666666666667	0
103	44	41	0	13.8452054794521	0	3	32.75	0
58	40	23	0	14.1472602739726	0	3	28.5	1
71	43	30	0	10.539497716895	0	1	23.6666666666667	0
66	52	43	1	12.0422374429224	0	1	21.1666666666667	0
88	42	30	0	11.9260273972603	0	1	19.25	0
63	39	24	1	11.5614155251142	0	1	22.6666666666667	0
62	43	32	0	10.1705479452055	0	1	23	0
69	41	25	0	11.9315068493151	0	1	21.25	0
77	58	44	1	12.4835616438356	0	1	25.75	1
56	41	23	0	12.2006849315069	0	1	24	0
53	39	30	0	13.189497716895	0	1	24.4166666666667	0
79	49	27	1	17.7114155251142	0	1	18.9166666666667	0
69	42	29	0	15.7223744292237	0	1	34.9166666666667	0
91	55	44	0	14.1977168949772	0	2	28.4166666666667	0
59	40	26	0	13.9641552511415	1	1	23.6666666666667	1
68	51	23	0	14.0529680365297	0	1	22.5833333333333	0
55	39	24	0	17.108904109589	0	1	24.5	1
81	43	31	0	14.2755707762557	0	1	24.3333333333333	0
71	43	26	0	15.4668949771689	0	3	28.1666666666667	0
80	42	44	0	14.0869863013699	0	1	21.5	0
53	40	22	1	14.1472602739726	0	1	29.5	0
59	45	30	1	17.1511415525114	0	1	24.4166666666667	0
96	47	33	1	13.5529680365297	1	1	33.0833333333333	1
95	50	36	1	13.703196347032	1	3	16.9166666666667	0
74	41	30	1	9.50662100456619	0	3	22.6666666666667	0
66	41	25	0	11.7280821917808	0	1	20.5	0
57	40	23	0	12.8399543378995	0	1	21.3333333333333	0
60	39	22	0	11.1063926940639	0	1	30.0833333333333	0
88	50	39	0	13.6648401826484	0	1	20.9166666666667	0
68	40	30	1	16.5337899543379	0	1	23.0833333333333	0
73	42	27	1	16.108904109589	0	1	22.5	0
69	41	29	0	15.703196347032	0	2	24.9166666666667	0
63	45	24	1	14.358904109589	0	1	20.25	0
60	44	24	0	15.7305936073059	0	1	31.9166666666667	0
56	44	25	0	18.3835616438356	0	3	30.25	0
52	40	26	0	17.0255707762557	0	1	25.5833333333333	0
53	39	23	0	13.108904109589	0	1	41.5	0
72	48	36	1	14.3616438356164	0	3	20.25	0
83	52	31	0	14.703196347032	0	1	18	0
66.1999969482422	41.7999992370606	25.9799995422363	0	12.3454337899543	0	1	26.8333333333333	0
58	41	29	1	11.4260273972603	0	1	24.75	0
61	41	26	1	18.2810502283105	0	1	22.3333333333333	0
70	49	32	1	15.6061643835616	0	1	34	0
51	40	22	0	18.2251141552511	0	1	33.4166666666667	0
73	43	29	1	17.9011415525114	0	1	31.6666666666667	0
56	43	26	1	13.1061643835616	0	1	30.5	0
58	40	23	1	13.4696347031963	0	1	28.1666666666667	0
63	42	27	0	16.108904109589	0	2	27.5	0
78	46	24	1	15.3002283105023	0	1	26.3333333333333	0
56	40	24	0	13.3369863013699	0	1	39.25	0
65	42	25	0	17.7509132420091	0	2	24.8333333333333	0
71	50	30	1	15.6034246575342	0	1	33	0
73	46	32	1	17.3835616438356	0	1	30.25	0
61	48	30	1	11.9506849315069	0	1	32.25	0
83	44	25	1	12.1979452054795	0	1	26	0
54	42	24	0	10.2390410958904	0	1	26	0
57	40	23	0	13.9981735159817	0	2	24.5833333333333	0
64	44	24	1	18.4954337899543	0	1	19.0833333333333	0
65	39	23	0	15.2728310502283	0	2	34.3333333333333	0
69	45	26	0	16.3287671232877	0	2	23.25	0
61	42	28	1	15.6785388127854	0	2	24	0
82	43	38	0	17.2509132420091	0	1	24.3333333333333	0
66	44	26	1	12.8278538812785	0	1	25.4166666666667	0
61	40	25	0	16.8890410958904	0	1	28.75	0
77	41	28	1	17.4954337899543	0	1	23.0833333333333	0
72	57	41	0	14.1648401826484	0	1	35.4166666666667	0
74	42	28	1	9.90296803652968	0	1	27.3333333333333	0
71	43	25	0	13.6280821917808	0	1	25	0
66	39	28	0	10.3509132420091	0	1	28.8333333333333	0
65	40	25	1	17.2278538812785	0	3	27.4166666666667	0
54	39	25	1	15.0639269406393	0	1	22.5833333333333	0
78	41	35	0	16.8534246575342	0	2	24.75	0
64	40	29	0	13.1977168949772	0	2	28.4166666666667	0
59	45	30	1	16.5420091324201	0	1	26.0833333333333	0
66	50	30	1	18.5639269406393	0	1	26.0833333333333	0
80	51	34	1	13.7305936073059	1	3	26.9166666666667	0
59	43	32	0	13.4723744292237	0	2	28.1666666666667	0
62	49	34	0	15.3315068493151	0	1	26.25	0
64	40	25	1	11.2472602739726	0	1	29	0
53	40	22	0	12.8563926940639	0	1	28	0
78	44	33	1	11.0285388127854	0	1	27.1666666666667	0
81	54	34	0	16.0091324200913	0	2	27.5833333333333	0
55	46	25	1	15.8780821917808	0	1	33.75	0
70	45	27	1	16.203196347032	0	1	26.4166666666667	0
65	47	30	0	15.0009132420091	0	3	29.5833333333333	0
77	42	35	0	17.8945205479452	0	1	33.75	0
92	42	29	1	15.6840182648402	0	2	22.9166666666667	0
56	45	29	1	17.9011415525114	0	1	22.6666666666667	0
74	46	30	1	10.0805936073059	0	1	18.1666666666667	0
65	56	31	1	12.053196347032	0	1	22.1666666666667	0
59	42	25	0	12.708904109589	0	1	25.5	0
69	39	24	0	17.1730593607306	0	3	22.4166666666667	0
96	80	51	1	18.4872146118722	0	1	29.0833333333333	0
51	40	22	0	14.0842465753425	0	1	27.5	0
73	40	34	0	12.6255707762557	0	1	37.5833333333333	0
77	42	41	0	16.7481735159817	0	1	36.8333333333333	1
56	40	22	0	12.4780821917808	0	1	26.75	0
71	48	43	0	15.2865296803653	0	1	26.3333333333333	0
89	42	28	0	16.939497716895	0	1	25.6666666666667	0
69	45	26	1	18.1867579908676	0	1	25.4166666666667	0
54	52	22	1	13.0924657534247	0	1	22.5	0
