"Person"	 "Item"	 "Problem"	 "Y"	 "Y.sub1"	 "Y.sub2"	 "Y.sub3"	 "Y.sub4"	 "Y.sub5"	 "Y.sub6"	 "Items"
336	 5	 2	 1	 1	 3	 2	 2	 3	 0	 "Item_5"
337	 5	 2	 0	 0	 2	 1	 3	 1	 1	 "Item_5"
338	 5	 2	 0	 0	 0	 0	 0	 1	 0	 "Item_5"
339	 5	 2	 1	 1	 3	 3	 3	 3	 1	 "Item_5"
340	 5	 2	 0	 1	 2	 1	 2	 3	 1	 "Item_5"
341	 5	 2	 1	 1	 4	 3	 1	 4	 1	 "Item_5"
342	 5	 2	 0	 1	 2	 3	 2	 0	 1	 "Item_5"
343	 5	 2	 1	 2	 4	 2	 4	 4	 0	 "Item_5"
344	 5	 2	 1	 2	 4	 3	 4	 4	 0	 "Item_5"
345	 5	 2	 0	 0	 1	 0	 0	 1	 1	 "Item_5"
346	 5	 2	 0	 1	 3	 2	 3	 3	 0	 "Item_5"
347	 5	 2	 1	 2	 4	 2	 4	 3	 0	 "Item_5"
348	 5	 2	 0	 0	 2	 0	 2	 3	 0	 "Item_5"
349	 5	 2	 0	 0	 0	 0	 0	 0	 1	 "Item_5"
350	 5	 2	 1	 0	 3	 1	 3	 4	 0	 "Item_5"
351	 5	 2	 1	 1	 4	 3	 4	 4	 1	 "Item_5"
352	 5	 2	 0	 1	 1	 2	 2	 3	 0	 "Item_5"
353	 5	 2	 1	 3	 4	 4	 4	 4	 1	 "Item_5"
354	 5	 2	 1	 2	 4	 3	 4	 2	 0	 "Item_5"
355	 5	 2	 1	 0	 4	 2	 2	 2	 1	 "Item_5"
356	 5	 2	 1	 2	 3	 3	 4	 4	 0	 "Item_5"
357	 5	 2	 0	 1	 1	 3	 2	 2	 0	 "Item_5"
358	 5	 2	 1	 1	 3	 3	 3	 3	 0	 "Item_5"
359	 5	 2	 1	 0	 4	 3	 4	 2	 0	 "Item_5"
360	 5	 2	 1	 2	 4	 4	 3	 3	 1	 "Item_5"
361	 5	 2	 0	 1	 2	 2	 1	 2	 0	 "Item_5"
362	 5	 2	 0	 1	 2	 3	 2	 2	 0	 "Item_5"
363	 5	 2	 1	 1	 4	 3	 3	 3	 1	 "Item_5"
364	 5	 2	 0	 1	 2	 2	 3	 2	 1	 "Item_5"
365	 5	 2	 0	 1	 2	 2	 0	 1	 1	 "Item_5"
366	 5	 2	 1	 2	 4	 3	 4	 3	 0	 "Item_5"
367	 5	 2	 1	 2	 4	 2	 3	 4	 1	 "Item_5"
368	 5	 2	 0	 2	 3	 2	 2	 4	 1	 "Item_5"
369	 5	 2	 0	 0	 1	 1	 3	 3	 0	 "Item_5"
370	 5	 2	 1	 1	 4	 2	 1	 1	 1	 "Item_5"
371	 5	 2	 1	 2	 4	 3	 3	 1	 0	 "Item_5"
372	 5	 2	 0	 1	 2	 2	 4	 3	 0	 "Item_5"
373	 5	 2	 1	 1	 4	 3	 2	 1	 0	 "Item_5"
374	 5	 2	 1	 1	 4	 4	 2	 3	 0	 "Item_5"
375	 5	 2	 0	 1	 1	 2	 1	 1	 0	 "Item_5"
376	 5	 2	 0	 0	 3	 3	 3	 2	 0	 "Item_5"
377	 5	 2	 0	 0	 1	 2	 3	 2	 1	 "Item_5"
378	 5	 2	 1	 1	 2	 2	 2	 3	 1	 "Item_5"
379	 5	 2	 0	 0	 1	 0	 0	 0	 1	 "Item_5"
380	 5	 2	 0	 0	 2	 2	 3	 3	 1	 "Item_5"
381	 5	 2	 0	 0	 0	 1	 0	 0	 1	 "Item_5"
382	 5	 2	 0	 1	 2	 2	 1	 1	 0	 "Item_5"
383	 5	 2	 1	 3	 2	 4	 4	 2	 0	 "Item_5"
384	 5	 2	 1	 1	 4	 3	 4	 4	 1	 "Item_5"
385	 5	 2	 0	 0	 1	 0	 0	 1	 0	 "Item_5"
386	 5	 2	 0	 0	 2	 1	 2	 0	 0	 "Item_5"
387	 5	 2	 1	 2	 4	 3	 4	 4	 0	 "Item_5"
388	 5	 2	 1	 2	 4	 3	 3	 2	 0	 "Item_5"
389	 5	 2	 0	 1	 1	 0	 2	 1	 1	 "Item_5"
390	 5	 2	 1	 3	 4	 3	 2	 4	 1	 "Item_5"
391	 5	 2	 0	 0	 3	 3	 3	 4	 0	 "Item_5"
392	 5	 2	 1	 3	 4	 2	 2	 2	 0	 "Item_5"
393	 5	 2	 0	 0	 2	 3	 1	 2	 1	 "Item_5"
394	 5	 2	 0	 0	 2	 2	 3	 1	 1	 "Item_5"
395	 5	 2	 1	 1	 3	 3	 1	 1	 1	 "Item_5"
396	 5	 2	 0	 1	 3	 3	 4	 4	 0	 "Item_5"
397	 5	 2	 1	 1	 3	 2	 2	 1	 1	 "Item_5"
398	 5	 2	 0	 0	 1	 1	 0	 0	 0	 "Item_5"
399	 5	 2	 0	 0	 1	 1	 2	 2	 1	 "Item_5"
400	 5	 2	 0	 0	 2	 2	 1	 1	 0	 "Item_5"
401	 5	 2	 1	 2	 4	 4	 4	 3	 1	 "Item_5"
402	 5	 2	 0	 0	 1	 2	 1	 2	 0	 "Item_5"
403	 5	 2	 1	 2	 3	 3	 3	 3	 1	 "Item_5"
404	 5	 2	 0	 1	 3	 2	 3	 3	 1	 "Item_5"
405	 5	 2	 1	 2	 4	 3	 4	 4	 0	 "Item_5"
406	 5	 2	 0	 0	 1	 3	 2	 1	 1	 "Item_5"
407	 5	 2	 0	 2	 3	 2	 3	 3	 1	 "Item_5"
408	 5	 2	 0	 1	 2	 2	 4	 3	 1	 "Item_5"
409	 5	 2	 0	 1	 2	 2	 2	 2	 1	 "Item_5"
410	 5	 2	 1	 1	 3	 2	 3	 3	 1	 "Item_5"
411	 5	 2	 0	 1	 3	 3	 4	 4	 0	 "Item_5"
412	 5	 2	 0	 0	 1	 0	 0	 0	 1	 "Item_5"
413	 5	 2	 0	 2	 2	 2	 2	 3	 0	 "Item_5"
414	 5	 2	 0	 0	 1	 0	 0	 0	 0	 "Item_5"
415	 5	 2	 1	 2	 3	 3	 3	 3	 0	 "Item_5"
416	 5	 2	 1	 0	 3	 2	 2	 2	 1	 "Item_5"
417	 5	 2	 1	 2	 2	 1	 4	 3	 0	 "Item_5"
418	 5	 2	 1	 1	 3	 3	 3	 3	 0	 "Item_5"
419	 5	 2	 0	 0	 1	 1	 3	 2	 0	 "Item_5"
420	 5	 2	 0	 0	 0	 2	 1	 1	 1	 "Item_5"
421	 5	 2	 1	 1	 2	 1	 2	 2	 0	 "Item_5"
422	 5	 2	 1	 2	 4	 3	 3	 4	 0	 "Item_5"
423	 5	 2	 0	 0	 2	 2	 2	 2	 0	 "Item_5"
424	 5	 2	 0	 0	 1	 1	 1	 1	 1	 "Item_5"
425	 5	 2	 0	 1	 2	 0	 2	 2	 1	 "Item_5"
426	 5	 2	 0	 2	 3	 2	 2	 1	 1	 "Item_5"
427	 5	 2	 1	 3	 4	 4	 4	 4	 1	 "Item_5"
428	 5	 2	 1	 0	 3	 2	 1	 2	 0	 "Item_5"
429	 5	 2	 1	 2	 4	 3	 4	 3	 1	 "Item_5"
430	 5	 2	 0	 0	 3	 2	 2	 1	 0	 "Item_5"
431	 5	 2	 0	 0	 1	 1	 3	 3	 0	 "Item_5"
432	 5	 2	 0	 1	 1	 2	 2	 1	 0	 "Item_5"
433	 5	 2	 1	 3	 3	 4	 4	 3	 1	 "Item_5"
434	 5	 2	 0	 0	 1	 1	 0	 1	 1	 "Item_5"
435	 5	 2	 1	 3	 4	 3	 3	 1	 0	 "Item_5"
436	 5	 2	 0	 0	 1	 0	 0	 1	 1	 "Item_5"
437	 5	 2	 1	 1	 4	 3	 3	 3	 0	 "Item_5"
438	 5	 2	 0	 0	 2	 2	 1	 1	 0	 "Item_5"
439	 5	 2	 1	 1	 4	 2	 2	 2	 1	 "Item_5"
440	 5	 2	 1	 2	 3	 4	 4	 4	 0	 "Item_5"
441	 5	 2	 1	 0	 4	 2	 3	 3	 0	 "Item_5"
442	 5	 2	 0	 0	 2	 3	 2	 3	 0	 "Item_5"
443	 5	 2	 0	 1	 2	 0	 0	 2	 1	 "Item_5"
444	 5	 2	 0	 1	 2	 2	 1	 2	 0	 "Item_5"
445	 5	 2	 1	 2	 4	 3	 4	 2	 1	 "Item_5"
446	 5	 2	 0	 0	 2	 2	 2	 2	 1	 "Item_5"
447	 5	 2	 1	 2	 4	 2	 2	 3	 0	 "Item_5"
448	 5	 2	 1	 1	 4	 1	 3	 2	 0	 "Item_5"
449	 5	 2	 1	 1	 3	 2	 3	 3	 0	 "Item_5"
450	 5	 2	 0	 1	 2	 2	 1	 2	 1	 "Item_5"
451	 5	 2	 0	 1	 2	 3	 3	 3	 0	 "Item_5"
452	 5	 2	 0	 2	 1	 3	 4	 4	 0	 "Item_5"
453	 5	 2	 1	 1	 4	 3	 4	 4	 0	 "Item_5"
454	 5	 2	 0	 0	 2	 2	 2	 1	 0	 "Item_5"
455	 5	 2	 1	 1	 3	 3	 4	 3	 0	 "Item_5"
456	 5	 2	 0	 0	 2	 2	 2	 0	 0	 "Item_5"
457	 5	 2	 1	 2	 4	 3	 3	 3	 1	 "Item_5"
458	 5	 2	 1	 1	 4	 2	 4	 3	 1	 "Item_5"
459	 5	 2	 0	 2	 3	 3	 3	 3	 0	 "Item_5"
460	 5	 2	 0	 1	 2	 1	 2	 1	 1	 "Item_5"
461	 5	 2	 0	 1	 1	 1	 3	 2	 1	 "Item_5"
462	 5	 2	 0	 0	 2	 2	 3	 1	 1	 "Item_5"
463	 5	 2	 1	 1	 4	 2	 2	 4	 1	 "Item_5"
464	 5	 2	 1	 2	 4	 3	 4	 4	 0	 "Item_5"
465	 5	 2	 0	 1	 2	 3	 2	 2	 0	 "Item_5"
466	 5	 2	 0	 0	 0	 0	 1	 1	 1	 "Item_5"
467	 5	 2	 0	 1	 2	 2	 2	 2	 1	 "Item_5"
468	 5	 2	 0	 0	 0	 1	 1	 1	 1	 "Item_5"
469	 5	 2	 0	 1	 1	 2	 2	 2	 1	 "Item_5"
470	 5	 2	 0	 1	 3	 3	 1	 1	 1	 "Item_5"
471	 5	 2	 1	 3	 4	 3	 3	 2	 1	 "Item_5"
472	 5	 2	 0	 1	 3	 3	 4	 2	 1	 "Item_5"
473	 5	 2	 1	 1	 3	 1	 1	 4	 1	 "Item_5"
474	 5	 2	 0	 0	 3	 2	 3	 1	 0	 "Item_5"
475	 5	 2	 0	 0	 0	 2	 1	 2	 1	 "Item_5"
476	 5	 2	 0	 1	 2	 3	 3	 4	 0	 "Item_5"
477	 5	 2	 1	 2	 2	 2	 2	 3	 0	 "Item_5"
478	 5	 2	 1	 1	 4	 0	 4	 1	 0	 "Item_5"
479	 5	 2	 1	 2	 4	 3	 4	 3	 1	 "Item_5"
480	 5	 2	 0	 0	 1	 1	 1	 1	 0	 "Item_5"
481	 5	 2	 0	 0	 1	 0	 1	 0	 0	 "Item_5"
482	 5	 2	 1	 2	 4	 3	 3	 4	 1	 "Item_5"
483	 5	 2	 1	 1	 3	 3	 3	 4	 0	 "Item_5"
484	 5	 2	 0	 1	 1	 3	 2	 1	 0	 "Item_5"
485	 5	 2	 1	 1	 4	 3	 4	 3	 0	 "Item_5"
486	 5	 2	 1	 2	 4	 2	 3	 3	 0	 "Item_5"
487	 5	 2	 1	 1	 3	 3	 3	 4	 1	 "Item_5"
488	 5	 2	 1	 2	 4	 3	 3	 3	 0	 "Item_5"
489	 5	 2	 0	 2	 3	 2	 4	 3	 0	 "Item_5"
490	 5	 2	 0	 0	 0	 1	 2	 1	 0	 "Item_5"
491	 5	 2	 1	 3	 4	 2	 4	 4	 1	 "Item_5"
492	 5	 2	 0	 2	 3	 1	 3	 3	 1	 "Item_5"
493	 5	 2	 1	 0	 2	 1	 1	 2	 0	 "Item_5"
494	 5	 2	 0	 0	 3	 2	 2	 2	 0	 "Item_5"
495	 5	 2	 1	 3	 4	 3	 4	 3	 1	 "Item_5"
496	 5	 2	 0	 0	 2	 2	 3	 2	 1	 "Item_5"
497	 5	 2	 0	 0	 1	 1	 1	 2	 1	 "Item_5"
498	 5	 2	 0	 0	 1	 0	 0	 2	 0	 "Item_5"
499	 5	 2	 0	 1	 2	 3	 1	 2	 1	 "Item_5"
500	 5	 2	 0	 0	 1	 0	 2	 1	 0	 "Item_5"
1	 8	 2	 0	 0	 1	 0	 3	 2	 1	 "Item_8"
2	 8	 2	 1	 2	 3	 2	 3	 3	 0	 "Item_8"
3	 8	 2	 0	 0	 1	 2	 2	 0	 0	 "Item_8"
4	 8	 2	 1	 1	 4	 2	 4	 3	 0	 "Item_8"
5	 8	 2	 1	 1	 4	 2	 2	 3	 0	 "Item_8"
6	 8	 2	 1	 0	 3	 2	 2	 1	 0	 "Item_8"
7	 8	 2	 1	 1	 4	 3	 2	 1	 1	 "Item_8"
8	 8	 2	 1	 1	 3	 3	 3	 1	 0	 "Item_8"
9	 8	 2	 1	 1	 2	 3	 4	 1	 0	 "Item_8"
10	 8	 2	 0	 1	 1	 0	 4	 2	 0	 "Item_8"
11	 8	 2	 0	 2	 1	 3	 2	 3	 0	 "Item_8"
12	 8	 2	 0	 1	 2	 1	 3	 2	 0	 "Item_8"
13	 8	 2	 1	 2	 4	 3	 4	 4	 1	 "Item_8"
14	 8	 2	 1	 3	 3	 3	 4	 4	 0	 "Item_8"
15	 8	 2	 1	 1	 4	 2	 4	 4	 1	 "Item_8"
16	 8	 2	 0	 1	 3	 4	 4	 3	 1	 "Item_8"
17	 8	 2	 1	 0	 3	 3	 2	 3	 0	 "Item_8"
18	 8	 2	 1	 2	 4	 3	 3	 3	 1	 "Item_8"
19	 8	 2	 0	 2	 2	 3	 1	 3	 1	 "Item_8"
20	 8	 2	 1	 1	 3	 2	 3	 3	 0	 "Item_8"
21	 8	 2	 1	 0	 3	 3	 2	 2	 1	 "Item_8"
22	 8	 2	 0	 1	 1	 2	 3	 1	 1	 "Item_8"
23	 8	 2	 0	 1	 1	 3	 0	 2	 0	 "Item_8"
24	 8	 2	 0	 0	 0	 0	 2	 2	 0	 "Item_8"
25	 8	 2	 1	 2	 3	 3	 3	 4	 1	 "Item_8"
26	 8	 2	 1	 1	 4	 2	 3	 2	 0	 "Item_8"
27	 8	 2	 1	 0	 2	 2	 2	 1	 1	 "Item_8"
28	 8	 2	 0	 1	 3	 2	 3	 2	 0	 "Item_8"
29	 8	 2	 1	 0	 4	 3	 1	 3	 1	 "Item_8"
30	 8	 2	 1	 2	 4	 4	 4	 4	 1	 "Item_8"
31	 8	 2	 1	 1	 4	 3	 2	 2	 1	 "Item_8"
32	 8	 2	 1	 2	 2	 3	 3	 2	 1	 "Item_8"
33	 8	 2	 1	 0	 4	 2	 2	 3	 0	 "Item_8"
34	 8	 2	 1	 0	 3	 1	 3	 2	 1	 "Item_8"
35	 8	 2	 0	 1	 1	 3	 3	 4	 0	 "Item_8"
36	 8	 2	 0	 0	 2	 2	 3	 1	 1	 "Item_8"
37	 8	 2	 0	 1	 2	 2	 1	 2	 1	 "Item_8"
38	 8	 2	 1	 2	 4	 3	 4	 3	 0	 "Item_8"
39	 8	 2	 0	 1	 3	 2	 3	 2	 0	 "Item_8"
40	 8	 2	 1	 1	 4	 2	 3	 4	 1	 "Item_8"
41	 8	 2	 1	 4	 4	 4	 4	 4	 0	 "Item_8"
42	 8	 2	 0	 2	 2	 2	 3	 4	 0	 "Item_8"
43	 8	 2	 0	 0	 2	 0	 2	 2	 0	 "Item_8"
44	 8	 2	 1	 1	 2	 1	 3	 1	 0	 "Item_8"
45	 8	 2	 1	 0	 3	 2	 2	 3	 1	 "Item_8"
46	 8	 2	 1	 2	 4	 3	 4	 3	 0	 "Item_8"
47	 8	 2	 1	 0	 3	 2	 2	 1	 0	 "Item_8"
48	 8	 2	 1	 1	 3	 3	 4	 4	 0	 "Item_8"
49	 8	 2	 0	 0	 0	 0	 0	 1	 0	 "Item_8"
50	 8	 2	 1	 0	 3	 1	 1	 1	 0	 "Item_8"
51	 8	 2	 1	 1	 3	 3	 4	 3	 0	 "Item_8"
52	 8	 2	 1	 1	 4	 3	 4	 3	 0	 "Item_8"
53	 8	 2	 1	 0	 4	 1	 2	 1	 1	 "Item_8"
54	 8	 2	 1	 1	 3	 2	 4	 3	 0	 "Item_8"
55	 8	 2	 0	 0	 1	 0	 0	 1	 1	 "Item_8"
56	 8	 2	 0	 1	 2	 1	 2	 2	 0	 "Item_8"
57	 8	 2	 0	 0	 1	 0	 1	 1	 1	 "Item_8"
58	 8	 2	 0	 0	 1	 2	 0	 2	 0	 "Item_8"
59	 8	 2	 1	 2	 4	 3	 4	 2	 1	 "Item_8"
60	 8	 2	 1	 3	 4	 4	 4	 4	 1	 "Item_8"
61	 8	 2	 1	 1	 3	 2	 2	 2	 1	 "Item_8"
62	 8	 2	 0	 0	 1	 2	 3	 2	 0	 "Item_8"
63	 8	 2	 0	 1	 1	 0	 1	 1	 1	 "Item_8"
64	 8	 2	 1	 4	 4	 4	 4	 4	 0	 "Item_8"
65	 8	 2	 0	 1	 2	 1	 2	 0	 1	 "Item_8"
66	 8	 2	 0	 1	 1	 1	 3	 2	 1	 "Item_8"
67	 8	 2	 1	 2	 4	 4	 4	 4	 0	 "Item_8"
68	 8	 2	 0	 0	 1	 2	 1	 2	 0	 "Item_8"
69	 8	 2	 0	 0	 1	 0	 1	 1	 0	 "Item_8"
70	 8	 2	 0	 0	 2	 1	 1	 1	 1	 "Item_8"
71	 8	 2	 0	 0	 3	 2	 4	 1	 0	 "Item_8"
72	 8	 2	 1	 2	 2	 2	 3	 2	 0	 "Item_8"
73	 8	 2	 0	 0	 2	 3	 2	 1	 1	 "Item_8"
74	 8	 2	 1	 1	 2	 3	 3	 2	 0	 "Item_8"
75	 8	 2	 0	 0	 0	 3	 1	 2	 0	 "Item_8"
76	 8	 2	 0	 1	 2	 2	 2	 2	 0	 "Item_8"
77	 8	 2	 1	 1	 4	 1	 1	 2	 0	 "Item_8"
78	 8	 2	 1	 1	 4	 2	 3	 3	 0	 "Item_8"
79	 8	 2	 0	 0	 1	 0	 1	 1	 0	 "Item_8"
80	 8	 2	 0	 1	 2	 3	 3	 4	 0	 "Item_8"
81	 8	 2	 0	 0	 1	 2	 2	 1	 1	 "Item_8"
82	 8	 2	 0	 0	 1	 0	 0	 1	 1	 "Item_8"
83	 8	 2	 1	 0	 2	 2	 3	 1	 1	 "Item_8"
84	 8	 2	 0	 0	 1	 2	 1	 0	 1	 "Item_8"
85	 8	 2	 1	 1	 4	 4	 3	 3	 1	 "Item_8"
86	 8	 2	 0	 0	 0	 0	 0	 2	 0	 "Item_8"
87	 8	 2	 0	 1	 2	 2	 1	 2	 0	 "Item_8"
88	 8	 2	 1	 1	 2	 3	 3	 3	 0	 "Item_8"
89	 8	 2	 0	 0	 1	 2	 0	 1	 0	 "Item_8"
90	 8	 2	 0	 1	 1	 2	 2	 1	 1	 "Item_8"
91	 8	 2	 1	 2	 4	 4	 4	 4	 0	 "Item_8"
92	 8	 2	 0	 0	 1	 2	 2	 2	 0	 "Item_8"
93	 8	 2	 1	 1	 4	 2	 3	 3	 0	 "Item_8"
94	 8	 2	 1	 2	 4	 3	 4	 4	 1	 "Item_8"
95	 8	 2	 0	 0	 2	 2	 2	 1	 0	 "Item_8"
96	 8	 2	 1	 1	 2	 2	 4	 3	 0	 "Item_8"
97	 8	 2	 1	 3	 4	 3	 4	 4	 1	 "Item_8"
98	 8	 2	 1	 2	 3	 2	 2	 1	 0	 "Item_8"
99	 8	 2	 0	 0	 3	 2	 2	 3	 0	 "Item_8"
100	 8	 2	 1	 1	 4	 3	 3	 3	 0	 "Item_8"
101	 8	 2	 1	 0	 2	 2	 2	 1	 0	 "Item_8"
102	 8	 2	 1	 2	 4	 3	 3	 3	 1	 "Item_8"
103	 8	 2	 0	 0	 2	 2	 3	 2	 0	 "Item_8"
104	 8	 2	 1	 0	 2	 2	 2	 2	 1	 "Item_8"
105	 8	 2	 1	 1	 4	 3	 4	 3	 0	 "Item_8"
106	 8	 2	 1	 0	 3	 3	 2	 2	 0	 "Item_8"
107	 8	 2	 0	 0	 1	 1	 1	 2	 1	 "Item_8"
108	 8	 2	 0	 2	 2	 4	 4	 4	 1	 "Item_8"
109	 8	 2	 0	 1	 1	 3	 1	 3	 1	 "Item_8"
110	 8	 2	 1	 2	 3	 3	 2	 3	 0	 "Item_8"
111	 8	 2	 1	 0	 3	 2	 1	 2	 1	 "Item_8"
112	 8	 2	 0	 1	 2	 3	 2	 2	 0	 "Item_8"
113	 8	 2	 0	 0	 1	 3	 3	 3	 1	 "Item_8"
114	 8	 2	 1	 1	 3	 3	 4	 3	 1	 "Item_8"
115	 8	 2	 0	 0	 2	 2	 1	 2	 1	 "Item_8"
116	 8	 2	 0	 1	 2	 1	 1	 2	 1	 "Item_8"
117	 8	 2	 1	 4	 4	 4	 4	 4	 1	 "Item_8"
118	 8	 2	 1	 1	 3	 2	 1	 3	 1	 "Item_8"
119	 8	 2	 1	 2	 4	 3	 4	 2	 1	 "Item_8"
120	 8	 2	 1	 1	 1	 3	 3	 2	 1	 "Item_8"
121	 8	 2	 1	 2	 4	 4	 4	 4	 0	 "Item_8"
122	 8	 2	 1	 1	 1	 3	 1	 1	 0	 "Item_8"
123	 8	 2	 0	 0	 1	 2	 2	 1	 0	 "Item_8"
124	 8	 2	 0	 0	 1	 3	 3	 1	 0	 "Item_8"
125	 8	 2	 0	 0	 1	 0	 0	 0	 0	 "Item_8"
126	 8	 2	 0	 1	 2	 3	 3	 2	 0	 "Item_8"
127	 8	 2	 1	 3	 4	 3	 4	 3	 1	 "Item_8"
128	 8	 2	 1	 0	 2	 3	 3	 1	 0	 "Item_8"
129	 8	 2	 1	 1	 2	 2	 1	 1	 1	 "Item_8"
130	 8	 2	 1	 0	 2	 1	 1	 0	 0	 "Item_8"
131	 8	 2	 1	 1	 3	 3	 4	 2	 0	 "Item_8"
132	 8	 2	 1	 1	 3	 3	 4	 2	 0	 "Item_8"
133	 8	 2	 0	 1	 0	 2	 3	 1	 1	 "Item_8"
134	 8	 2	 1	 0	 3	 3	 4	 4	 0	 "Item_8"
135	 8	 2	 0	 1	 2	 3	 4	 2	 1	 "Item_8"
136	 8	 2	 0	 0	 1	 2	 1	 1	 0	 "Item_8"
137	 8	 2	 0	 1	 1	 1	 4	 1	 0	 "Item_8"
138	 8	 2	 0	 2	 2	 1	 0	 2	 0	 "Item_8"
139	 8	 2	 1	 2	 3	 3	 4	 3	 1	 "Item_8"
140	 8	 2	 0	 0	 0	 0	 0	 0	 0	 "Item_8"
141	 8	 2	 0	 0	 1	 1	 1	 2	 0	 "Item_8"
142	 8	 2	 0	 1	 1	 2	 2	 1	 0	 "Item_8"
143	 8	 2	 1	 1	 4	 3	 1	 2	 1	 "Item_8"
144	 8	 2	 1	 1	 4	 4	 4	 3	 1	 "Item_8"
145	 8	 2	 1	 2	 4	 3	 4	 3	 1	 "Item_8"
146	 8	 2	 1	 2	 3	 4	 3	 4	 0	 "Item_8"
147	 8	 2	 0	 1	 2	 1	 3	 1	 1	 "Item_8"
148	 8	 2	 1	 0	 2	 3	 1	 2	 1	 "Item_8"
149	 8	 2	 1	 1	 2	 3	 2	 1	 0	 "Item_8"
150	 8	 2	 0	 1	 1	 2	 0	 1	 0	 "Item_8"
151	 8	 2	 0	 0	 1	 0	 1	 0	 1	 "Item_8"
152	 8	 2	 0	 0	 1	 1	 0	 1	 1	 "Item_8"
153	 8	 2	 0	 0	 2	 2	 0	 0	 1	 "Item_8"
154	 8	 2	 0	 1	 2	 2	 2	 3	 0	 "Item_8"
155	 8	 2	 1	 0	 2	 3	 2	 2	 0	 "Item_8"
156	 8	 2	 1	 1	 3	 4	 4	 3	 0	 "Item_8"
157	 8	 2	 1	 1	 3	 3	 3	 2	 0	 "Item_8"
158	 8	 2	 0	 1	 2	 2	 2	 3	 1	 "Item_8"
159	 8	 2	 0	 0	 0	 2	 0	 0	 0	 "Item_8"
160	 8	 2	 1	 0	 2	 1	 0	 0	 1	 "Item_8"
161	 8	 2	 0	 1	 2	 2	 4	 3	 0	 "Item_8"
162	 8	 2	 0	 0	 1	 1	 0	 1	 0	 "Item_8"
163	 8	 2	 0	 0	 0	 0	 0	 0	 0	 "Item_8"
164	 8	 2	 1	 2	 4	 2	 3	 4	 1	 "Item_8"
165	 8	 2	 0	 1	 2	 3	 3	 3	 1	 "Item_8"
166	 8	 2	 0	 0	 1	 2	 2	 1	 1	 "Item_8"
167	 8	 2	 1	 1	 3	 3	 2	 3	 0	 "Item_8"
168	 8	 2	 0	 0	 1	 1	 1	 0	 1	 "Item_8"
169	 8	 2	 0	 0	 0	 0	 0	 1	 0	 "Item_8"
170	 8	 2	 1	 1	 3	 3	 0	 1	 1	 "Item_8"
171	 8	 2	 0	 0	 1	 0	 0	 1	 1	 "Item_8"
172	 8	 2	 1	 1	 2	 2	 1	 2	 0	 "Item_8"
173	 8	 2	 0	 1	 2	 3	 3	 3	 0	 "Item_8"
174	 8	 2	 0	 0	 1	 0	 1	 0	 0	 "Item_8"
175	 8	 2	 1	 2	 4	 3	 4	 3	 1	 "Item_8"
176	 8	 2	 0	 0	 0	 0	 0	 0	 0	 "Item_8"
177	 8	 2	 0	 0	 1	 0	 0	 0	 1	 "Item_8"
178	 8	 2	 0	 1	 1	 2	 3	 1	 1	 "Item_8"
179	 8	 2	 1	 3	 4	 3	 4	 3	 1	 "Item_8"
180	 8	 2	 1	 0	 3	 3	 3	 2	 0	 "Item_8"
181	 8	 2	 1	 3	 4	 4	 4	 4	 1	 "Item_8"
182	 8	 2	 0	 0	 1	 1	 2	 2	 1	 "Item_8"
183	 8	 2	 0	 0	 1	 0	 0	 3	 0	 "Item_8"
184	 8	 2	 0	 0	 1	 2	 0	 0	 1	 "Item_8"
185	 8	 2	 1	 0	 3	 3	 3	 3	 0	 "Item_8"
186	 8	 2	 1	 1	 3	 4	 4	 2	 1	 "Item_8"
187	 8	 2	 1	 3	 4	 4	 4	 4	 1	 "Item_8"
188	 8	 2	 0	 1	 1	 1	 3	 3	 1	 "Item_8"
189	 8	 2	 0	 1	 2	 2	 1	 2	 1	 "Item_8"
190	 8	 2	 1	 1	 3	 4	 4	 3	 1	 "Item_8"
191	 8	 2	 0	 0	 1	 0	 2	 1	 1	 "Item_8"
192	 8	 2	 0	 1	 2	 2	 1	 1	 0	 "Item_8"
193	 8	 2	 0	 0	 0	 2	 2	 1	 0	 "Item_8"
194	 8	 2	 0	 0	 1	 1	 0	 1	 0	 "Item_8"
195	 8	 2	 0	 1	 1	 1	 0	 0	 1	 "Item_8"
196	 8	 2	 0	 0	 1	 3	 2	 2	 0	 "Item_8"
197	 8	 2	 0	 0	 1	 2	 1	 1	 1	 "Item_8"
198	 8	 2	 1	 0	 4	 2	 1	 1	 1	 "Item_8"
199	 8	 2	 0	 0	 3	 3	 1	 1	 1	 "Item_8"
200	 8	 2	 1	 0	 3	 2	 1	 2	 1	 "Item_8"
201	 8	 2	 1	 2	 4	 3	 2	 3	 1	 "Item_8"
202	 8	 2	 1	 1	 3	 2	 0	 4	 1	 "Item_8"
203	 8	 2	 0	 0	 1	 3	 2	 3	 0	 "Item_8"
204	 8	 2	 1	 1	 3	 2	 2	 1	 0	 "Item_8"
205	 8	 2	 0	 1	 2	 2	 3	 2	 0	 "Item_8"
206	 8	 2	 1	 3	 4	 4	 4	 4	 1	 "Item_8"
207	 8	 2	 1	 1	 2	 2	 4	 1	 0	 "Item_8"
208	 8	 2	 0	 1	 2	 2	 2	 3	 0	 "Item_8"
209	 8	 2	 0	 2	 2	 2	 1	 2	 0	 "Item_8"
210	 8	 2	 0	 0	 2	 1	 3	 2	 0	 "Item_8"
