row school normexam schavg standLRT sex student id
437 824 14 0.4026692 0.3264402 0.6190592 M 99 14.99
438 825 14 -0.265159 0.3264402 0.2058022 M 101 14.101
439 826 14 1.1758492 0.3264402 0.7017112 F 85 14.85
440 827 14 0.2613242 0.3264402 0.2058022 F 94 14.94
441 828 14 -0.776109 0.3264402 0.2058022 M 86 14.86
442 829 14 0.4026692 0.3264402 0.0404992 M 92 14.92
443 830 14 -0.492781 0.3264402 0.7017112 M 73 14.73
444 831 14 -0.062088 0.3264402 -0.290107 F 119 14.119
445 832 14 0.9675862 0.3264402 0.8670142 F 117 14.117
446 833 14 -0.776109 0.3264402 -2.108439 F 123 14.123
447 834 14 0.2613242 0.3264402 0.5364082 M 105 14.105
448 835 14 -0.776109 0.3264402 0.7843622 M 106 14.106
449 836 14 0.1941492 0.3264402 -0.620713 F 113 14.113
450 837 14 0.4026692 0.3264402 2.1894372 M 110 14.110
451 838 14 -1.526653 0.3264402 -0.207455 F 111 14.111
452 839 14 1.4395322 0.3264402 1.4455742 F 124 14.124
453 840 14 -0.492781 0.3264402 -0.538061 F 52 14.52
454 841 14 -0.062088 0.3264402 0.4537562 F 50 14.50
455 842 14 -0.062088 0.3264402 -0.703364 F 54 14.54
456 843 14 -0.419801 0.3264402 0.9496652 F 56 14.56
457 844 14 -0.129085 0.3264402 -0.207455 M 44 14.44
458 845 14 1.1758492 0.3264402 1.4455742 F 49 14.49
459 846 14 -0.555112 0.3264402 0.5364082 M 46 14.46
460 847 14 2.2031212 0.3264402 -0.042152 F 48 14.48
461 848 14 -0.129085 0.3264402 1.3629222 F 72 14.72
462 849 14 0.1941492 0.3264402 1.6108772 F 68 14.68
463 850 14 1.3101422 0.3264402 0.7017112 F 67 14.67
464 851 14 -1.438662 0.3264402 -0.951318 M 69 14.69
465 852 14 -2.291731 0.3264402 -1.61253 F 59 14.59
466 853 14 -0.699505 0.3264402 -0.372758 F 60 14.60
467 854 14 -0.129085 0.3264402 -0.124804 M 66 14.66
468 855 14 -2.291731 0.3264402 -1.116621 F 62 14.62
469 856 14 -0.419801 0.3264402 1.1976192 F 43 14.43
470 857 14 0.4026692 0.3264402 0.0404992 M 181 14.181
471 858 14 -0.129085 0.3264402 0.7017112 M 178 14.178
472 859 14 -2.108644 0.3264402 -0.951318 M 183 14.183
473 860 14 0.3280722 0.3264402 0.3711052 F 184 14.184
474 861 14 0.6787592 0.3264402 0.8670142 F 171 14.171
475 862 14 -1.62373 0.3264402 -1.199273 F 177 14.177
476 863 14 -1.526653 0.3264402 0.3711052 F 174 14.174
477 864 14 0.8219882 0.3264402 1.3629222 M 176 14.176
478 865 14 -0.338842 0.3264402 -0.207455 F 164 14.164
479 866 14 -1.118624 0.3264402 -0.538061 F 195 14.195
480 867 14 -0.338842 0.3264402 -0.951318 M 202 14.202
481 868 14 0.7472282 0.3264402 0.7843622 F 185 14.185
482 869 14 1.3101422 0.3264402 0.5364082 M 187 14.187
483 870 14 -0.555112 0.3264402 -0.703364 F 193 14.193
484 871 14 1.1758492 0.3264402 1.5282252 F 188 14.188
485 872 14 0.4781942 0.3264402 0.8670142 F 190 14.190
486 873 14 -0.699505 0.3264402 -0.042152 F 126 14.126
487 874 14 0.2613242 0.3264402 1.4455742 F 137 14.137
488 875 14 -0.623051 0.3264402 -1.116621 F 135 14.135
489 876 14 0.4026692 0.3264402 0.5364082 M 140 14.140
490 877 14 0.0043222 0.3264402 -0.124804 M 142 14.142
491 878 14 -0.699505 0.3264402 0.3711052 M 128 14.128
492 879 14 0.9675862 0.3264402 1.0323172 F 133 14.133
493 880 14 -0.939378 0.3264402 -0.703364 M 132 14.132
494 881 14 -0.129085 0.3264402 -0.207455 F 163 14.163
495 882 14 -1.335315 0.3264402 -0.290107 F 155 14.155
496 883 14 0.0043222 0.3264402 2.1067862 F 154 14.154
497 884 14 -1.219486 0.3264402 -0.042152 M 156 14.156
498 885 14 -0.699505 0.3264402 0.4537562 F 160 14.160
499 886 14 -1.118624 0.3264402 0.5364082 F 153 14.153
500 887 14 1.1094382 0.3264402 0.2884532 F 151 14.151
501 888 14 1.5792202 0.3264402 1.8588312 F 152 14.152
502 889 14 -1.118624 0.3264402 0.9496652 M 204 14.204
503 890 14 -0.492781 0.3264402 -0.703364 F 41 14.41
504 891 14 1.7348992 0.3264402 1.4455742 F 23 14.23
505 892 14 -1.219486 0.3264402 0.7843622 M 21 14.21
506 893 14 -0.555112 0.3264402 -1.116621 M 24 14.24
507 894 14 -0.265159 0.3264402 -0.042152 M 26 14.26
508 895 14 0.1941492 0.3264402 0.4537562 F 13 14.13
509 896 14 1.4395322 0.3264402 1.1976192 F 20 14.20
510 897 14 1.3101422 0.3264402 -0.124804 M 15 14.15
511 898 14 0.1941492 0.3264402 0.7017112 M 17 14.17
512 899 14 -1.029067 0.3264402 -1.364576 M 11 14.11
513 900 14 0.4781942 0.3264402 -0.372758 F 36 14.36
514 901 14 1.2405332 0.3264402 1.3629222 F 40 14.40
515 902 14 -0.265159 0.3264402 0.6190592 M 27 14.27
516 903 14 1.6618062 0.3264402 2.0241342 M 31 14.31
517 904 14 -0.129085 0.3264402 0.7843622 M 35 14.35
518 905 14 0.1941492 0.3264402 -0.538061 F 33 14.33
519 906 14 0.0735362 0.3264402 1.0323172 M 34 14.34
520 907 14 0.7472282 0.3264402 0.7843622 F 2 14.2
521 908 14 -0.338842 0.3264402 -0.538061 M 416 14.416
522 909 14 -1.335315 0.3264402 0.2884532 M 418 14.418
523 910 14 -0.197611 0.3264402 1.0323172 F 421 14.421
524 911 14 0.7472282 0.3264402 2.8506492 F 415 14.415
525 912 14 -0.699505 0.3264402 -1.116621 F 414 14.414
526 913 14 -0.555112 0.3264402 0.2058022 F 412 14.412
527 914 14 0.6107292 0.3264402 1.8588312 F 435 14.435
528 915 14 0.9675862 0.3264402 1.5282252 F 433 14.433
529 916 14 0.7472282 0.3264402 1.5282252 F 436 14.436
530 917 14 0.5443412 0.3264402 1.6108772 F 426 14.426
531 918 14 0.8219882 0.3264402 0.2884532 F 428 14.428
532 919 14 -0.776109 0.3264402 -0.042152 M 432 14.432
533 920 14 0.4026692 0.3264402 0.7017112 M 430 14.430
534 921 14 -0.939378 0.3264402 -1.943136 F 387 14.387
535 922 14 -0.338842 0.3264402 0.3711052 M 393 14.393
536 923 14 -1.723882 0.3264402 -0.45541 M 395 14.395
537 924 14 0.1340672 0.3264402 0.2058022 M 382 14.382
538 925 14 -0.492781 0.3264402 0.4537562 M 386 14.386
539 926 14 0.6107292 0.3264402 -1.860484 M 384 14.384
540 927 14 -1.219486 0.3264402 -1.116621 M 409 14.409
541 928 14 0.5443412 0.3264402 0.3711052 M 405 14.405
542 929 14 -0.129085 0.3264402 0.3711052 M 407 14.407
543 930 14 -1.962075 0.3264402 -1.529879 M 396 14.396
544 931 14 -1.438662 0.3264402 0.5364082 M 397 14.397
545 932 14 1.1094382 0.3264402 1.9414832 F 404 14.404
546 933 14 0.8219882 0.3264402 1.3629222 F 398 14.398
547 934 14 0.6107292 0.3264402 0.9496652 M 399 14.399
548 935 14 -1.118624 0.3264402 -0.538061 F 378 14.378
549 936 14 1.3747412 0.3264402 0.1231502 F 482 14.482
550 937 14 -0.197611 0.3264402 0.3711052 F 481 14.481
551 938 14 -0.265159 0.3264402 0.8670142 M 484 14.484
552 939 14 -1.029067 0.3264402 0.6190592 M 477 14.477
553 940 14 1.3747412 0.3264402 2.3547402 M 479 14.479
554 941 14 -0.419801 0.3264402 -0.620713 F 478 14.478
555 942 14 1.1758492 0.3264402 0.2884532 M 486 14.486
556 943 14 1.2405332 0.3264402 1.7761802 F 489 14.489
557 944 14 0.7472282 0.3264402 -0.207455 F 496 14.496
558 945 14 0.9675862 0.3264402 0.3711052 F 491 14.491
559 946 14 -0.85267 0.3264402 -1.116621 M 439 14.439
560 947 14 -0.197611 0.3264402 0.9496652 F 454 14.454
561 948 14 0.4026692 0.3264402 1.1976192 M 453 14.453
562 949 14 0.5443412 0.3264402 1.8588312 M 459 14.459
563 950 14 1.1094382 0.3264402 0.5364082 F 462 14.462
564 951 14 0.2613242 0.3264402 0.6190592 F 444 14.444
565 952 14 0.0043222 0.3264402 1.8588312 M 449 14.449
566 953 14 0.1941492 0.3264402 -0.042152 M 472 14.472
567 954 14 0.1340672 0.3264402 -0.290107 M 471 14.471
568 955 14 -1.62373 0.3264402 -0.868667 F 474 14.474
569 956 14 0.0735362 0.3264402 0.1231502 M 464 14.464
570 957 14 1.8138272 0.3264402 1.8588312 M 466 14.466
571 958 14 0.1340672 0.3264402 -0.786016 M 470 14.470
572 959 14 -1.526653 0.3264402 0.2884532 F 468 14.468
573 960 14 -1.438662 0.3264402 0.0404992 M 205 14.205
574 961 14 1.1758492 0.3264402 1.6935282 F 279 14.279
575 962 14 0.8219882 0.3264402 0.2058022 M 278 14.278
576 963 14 -0.062088 0.3264402 0.6190592 F 286 14.286
577 964 14 -0.338842 0.3264402 -0.620713 F 287 14.287
578 965 14 1.8138272 0.3264402 1.4455742 M 267 14.267
579 966 14 0.0735362 0.3264402 -1.116621 M 273 14.273
580 967 14 -1.526653 0.3264402 -0.703364 M 266 14.266
581 968 14 -0.062088 0.3264402 -0.124804 M 300 14.300
582 969 14 0.6107292 0.3264402 0.9496652 F 298 14.298
583 970 14 -2.291731 0.3264402 -0.868667 M 288 14.288
584 971 14 -0.197611 0.3264402 0.2884532 F 290 14.290
585 972 14 -0.197611 0.3264402 -0.786016 M 296 14.296
586 973 14 0.6107292 0.3264402 0.2884532 F 292 14.292
587 974 14 -0.129085 0.3264402 0.1231502 F 294 14.294
588 975 14 1.9003352 0.3264402 1.7761802 M 309 14.309
589 976 14 0.3280722 0.3264402 0.6190592 F 227 14.227
590 977 14 0.9675862 0.3264402 1.2802712 M 219 14.219
591 978 14 0.5443412 0.3264402 1.0323172 F 228 14.228
592 979 14 1.1758492 0.3264402 0.8670142 F 232 14.232
593 980 14 -0.062088 0.3264402 0.5364082 M 208 14.208
594 981 14 1.1758492 0.3264402 0.4537562 M 217 14.217
595 982 14 0.0735362 0.3264402 1.4455742 F 216 14.216
596 983 14 0.1340672 0.3264402 0.4537562 M 263 14.263
597 984 14 -0.062088 0.3264402 0.7843622 F 260 14.260
598 985 14 0.4026692 0.3264402 0.7843622 F 258 14.258
599 986 14 -1.118624 0.3264402 -1.03397 M 261 14.261
600 987 14 0.6107292 0.3264402 0.5364082 F 234 14.234
601 988 14 -1.962075 0.3264402 -0.124804 F 235 14.235
602 989 14 1.1094382 0.3264402 1.4455742 M 255 14.255
603 990 14 -1.219486 0.3264402 0.2884532 M 252 14.252
604 991 14 0.4781942 0.3264402 0.2884532 F 377 14.377
605 992 14 -0.699505 0.3264402 -0.703364 M 356 14.356
606 993 14 -0.699505 0.3264402 -0.042152 M 353 14.353
607 994 14 -1.029067 0.3264402 0.6190592 F 357 14.357
608 995 14 -0.699505 0.3264402 0.2884532 M 359 14.359
609 996 14 0.7472282 0.3264402 0.9496652 M 347 14.347
610 997 14 1.1758492 0.3264402 0.3711052 F 348 14.348
611 998 14 -0.129085 0.3264402 0.1231502 F 350 14.350
612 999 14 1.5792202 0.3264402 1.7761802 F 345 14.345
613 1000 14 0.8219882 0.3264402 1.0323172 F 374 14.374
614 1001 14 -0.265159 0.3264402 -0.538061 M 373 14.373
615 1002 14 -0.129085 0.3264402 0.1231502 F 375 14.375
616 1003 14 1.1094382 0.3264402 0.3711052 F 360 14.360
617 1004 14 0.4781942 0.3264402 0.1231502 M 367 14.367
618 1005 14 0.2613242 0.3264402 -0.868667 F 371 14.371
619 1006 14 0.6107292 0.3264402 -0.207455 F 369 14.369
620 1007 14 -0.265159 0.3264402 0.2058022 F 370 14.370
621 1008 14 0.8965662 0.3264402 0.4537562 M 324 14.324
622 1009 14 -0.338842 0.3264402 0.2058022 F 323 14.323
623 1010 14 0.9675862 0.3264402 -1.03397 F 325 14.325
624 1011 14 -0.555112 0.3264402 0.0404992 M 326 14.326
625 1012 14 -0.623051 0.3264402 -1.116621 F 311 14.311
626 1013 14 0.0043222 0.3264402 1.3629222 M 315 14.315
627 1014 14 0.2613242 0.3264402 0.5364082 M 318 14.318
628 1015 14 -1.526653 0.3264402 -0.45541 M 344 14.344
629 1016 14 -0.939378 0.3264402 0.6190592 F 338 14.338
630 1017 14 -1.836687 0.3264402 -1.281924 M 340 14.340
631 1018 14 1.1758492 0.3264402 0.7017112 F 342 14.342
632 1019 14 0.5443412 0.3264402 1.0323172 M 331 14.331
633 1020 15 -0.85267 0.2702882 -0.620713 F 211 15.211
634 1021 15 -0.197611 0.2702882 0.2058022 F 208 15.208
635 1022 15 -0.623051 0.2702882 -0.786016 F 215 15.215
636 1023 15 -0.129085 0.2702882 -0.042152 F 214 15.214
637 1024 15 0.1340672 0.2702882 0.8670142 M 27 15.27
638 1025 15 2.2031212 0.2702882 0.9496652 M 26 15.26
639 1026 15 1.5792202 0.2702882 1.6108772 F 17 15.17
640 1027 15 0.2613242 0.2702882 1.0323172 M 22 15.22
641 1028 15 -1.219486 0.2702882 1.0323172 M 20 15.20
642 1029 15 1.5792202 0.2702882 1.6935282 M 21 15.21
643 1030 15 1.8138272 0.2702882 1.3629222 F 37 15.37
644 1031 15 0.6107292 0.2702882 0.0404992 F 32 15.32
645 1032 15 0.0735362 0.2702882 0.2058022 F 33 15.33
646 1033 15 0.1941492 0.2702882 -0.207455 M 100 15.100
647 1034 15 0.4781942 0.2702882 -0.042152 F 1 15.1
648 1035 15 -0.492781 0.2702882 0.2058022 F 105 15.105
649 1036 15 -0.623051 0.2702882 -0.786016 M 104 15.104
650 1037 15 0.6107292 0.2702882 1.1149682 M 103 15.103
651 1038 15 -0.419801 0.2702882 -1.03397 M 15 15.15
652 1039 15 -1.962075 0.2702882 -0.868667 F 11 15.11
653 1040 15 1.1094382 0.2702882 1.1149682 M 14 15.14
654 1041 15 -0.85267 0.2702882 -0.620713 M 8 15.8
655 1042 15 0.3280722 0.2702882 0.2884532 F 6 15.6
656 1043 15 -1.335315 0.2702882 -0.207455 M 7 15.7
657 1044 15 0.8219882 0.2702882 1.1976192 F 75 15.75
658 1045 15 0.3280722 0.2702882 1.3629222 M 76 15.76
659 1046 15 1.1094382 0.2702882 1.1976192 F 81 15.81
660 1047 15 -0.492781 0.2702882 0.7017112 F 73 15.73
661 1048 15 -0.338842 0.2702882 1.2802712 F 70 15.70
662 1049 15 -0.197611 0.2702882 -0.290107 M 67 15.67
663 1050 15 -0.85267 0.2702882 0.0404992 M 94 15.94
664 1051 15 -1.62373 0.2702882 0.1231502 F 95 15.95
665 1052 15 0.1941492 0.2702882 -0.042152 M 86 15.86
666 1053 15 -1.62373 0.2702882 -0.951318 M 83 15.83
667 1054 15 -0.129085 0.2702882 -0.290107 M 90 15.90
668 1055 15 -0.85267 0.2702882 -0.372758 F 87 15.87
669 1056 15 -0.197611 0.2702882 -0.538061 F 88 15.88
670 1057 15 0.6787592 0.2702882 1.1149682 F 42 15.42
671 1058 15 -0.939378 0.2702882 -0.207455 M 48 15.48
672 1059 15 -0.939378 0.2702882 -0.207455 M 47 15.47
673 1060 15 0.1340672 0.2702882 0.5364082 F 51 15.51
674 1061 15 -0.265159 0.2702882 0.5364082 F 46 15.46
675 1062 15 -1.118624 0.2702882 -1.03397 M 44 15.44
676 1063 15 -1.029067 0.2702882 -1.364576 F 65 15.65
677 1064 15 -0.85267 0.2702882 -0.951318 F 61 15.61
678 1065 15 -0.062088 0.2702882 -0.124804 F 59 15.59
679 1066 15 1.4395322 0.2702882 0.2884532 F 62 15.62
680 1067 15 -0.265159 0.2702882 0.1231502 F 64 15.64
681 1068 15 1.9003352 0.2702882 0.7843622 F 54 15.54
682 1069 15 -0.062088 0.2702882 -0.620713 M 53 15.53
683 1070 15 -1.219486 0.2702882 0.2058022 M 56 15.56
684 1071 15 -1.118624 0.2702882 -1.03397 F 176 15.176
685 1072 15 0.0043222 0.2702882 1.4455742 F 181 15.181
686 1073 15 -0.623051 0.2702882 -0.538061 M 184 15.184
687 1074 15 2.1029752 0.2702882 1.6108772 F 165 15.165
688 1075 15 0.9675862 0.2702882 1.1976192 M 163 15.163
689 1076 15 -0.699505 0.2702882 -0.620713 M 173 15.173
690 1077 15 -0.85267 0.2702882 -0.703364 F 171 15.171
691 1078 15 0.4781942 0.2702882 -0.45541 F 167 15.167
692 1079 15 0.4026692 0.2702882 2.1067862 F 170 15.170
693 1080 15 1.1094382 0.2702882 1.2802712 M 199 15.199
694 1081 15 1.5792202 0.2702882 0.7017112 M 197 15.197
695 1082 15 -0.062088 0.2702882 0.3711052 M 201 15.201
696 1083 15 0.1340672 0.2702882 0.2884532 F 203 15.203
697 1084 15 -0.419801 0.2702882 0.3711052 M 188 15.188
698 1085 15 0.6107292 0.2702882 0.3711052 F 189 15.189
699 1086 15 -0.197611 0.2702882 -0.372758 M 187 15.187
700 1087 15 0.6107292 0.2702882 1.5282252 M 186 15.186
701 1088 15 -2.510121 0.2702882 -0.620713 M 195 15.195
702 1089 15 1.3101422 0.2702882 0.6190592 F 193 15.193
703 1090 15 1.1758492 0.2702882 1.1149682 M 194 15.194
704 1091 15 -1.438662 0.2702882 0.2884532 F 125 15.125
705 1092 15 0.1941492 0.2702882 -0.042152 M 121 15.121
706 1093 15 -0.623051 0.2702882 0.9496652 F 127 15.127
707 1094 15 -0.197611 0.2702882 0.0404992 F 129 15.129
708 1095 15 -0.555112 0.2702882 0.5364082 M 128 15.128
709 1096 15 -0.555112 0.2702882 1.6108772 M 131 15.131
710 1097 15 1.5792202 0.2702882 0.7843622 M 112 15.112
711 1098 15 -1.029067 0.2702882 -0.042152 F 113 15.113
712 1099 15 -0.062088 0.2702882 0.0404992 F 120 15.120
713 1100 15 -1.62373 0.2702882 -0.45541 M 118 15.118
714 1101 15 0.6787592 0.2702882 -0.620713 F 116 15.116
715 1102 15 1.1094382 0.2702882 1.6108772 M 152 15.152
716 1103 15 -0.265159 0.2702882 -1.03397 M 148 15.148
717 1104 15 0.6107292 0.2702882 -0.042152 M 147 15.147
718 1105 15 0.7472282 0.2702882 1.4455742 M 133 15.133
719 1106 15 -0.419801 0.2702882 0.7017112 M 139 15.139
720 1107 15 -0.776109 0.2702882 -0.124804 M 136 15.136
721 1108 15 -0.623051 0.2702882 0.6190592 M 144 15.144
722 1109 15 -0.265159 0.2702882 0.0404992 F 145 15.145
723 1110 15 0.0043222 0.2702882 0.6190592 M 140 15.140
724 1199 17 -0.85267 -0.118244 -0.786016 F 182 17.182
725 1200 17 0.5443412 -0.118244 -0.290107 M 175 17.175
726 1201 17 0.3280722 -0.118244 0.9496652 F 174 17.174
727 1202 17 -2.510121 -0.118244 -1.695182 F 181 17.181
728 1203 17 -0.338842 -0.118244 -0.538061 M 176 17.176
729 1204 17 -0.265159 -0.118244 -2.19109 M 177 17.177
730 1205 17 -1.62373 -0.118244 -2.025787 M 173 17.173
731 1206 17 -0.197611 -0.118244 -0.124804 F 249 17.249
732 1207 17 -0.555112 -0.118244 0.2058022 F 247 17.247
733 1208 17 -1.219486 -0.118244 -1.199273 F 250 17.250
734 1209 17 -1.526653 -0.118244 -0.538061 F 251 17.251
735 1210 17 0.8219882 -0.118244 1.3629222 F 256 17.256
736 1211 17 0.0735362 -0.118244 -0.703364 F 237 17.237
737 1212 17 0.8965662 -0.118244 -0.207455 F 236 17.236
738 1213 17 -0.197611 -0.118244 -1.695182 F 243 17.243
739 1214 17 -0.85267 -0.118244 -0.372758 F 235 17.235
740 1215 17 0.5443412 -0.118244 1.1976192 M 270 17.270
741 1216 17 1.3747412 -0.118244 1.6935282 F 269 17.269
742 1217 17 -1.335315 -0.118244 0.0404992 F 271 17.271
743 1218 17 -1.118624 -0.118244 -0.538061 M 273 17.273
744 1219 17 -2.510121 -0.118244 -1.777833 F 261 17.261
745 1220 17 0.3280722 -0.118244 0.3711052 F 260 17.260
746 1221 17 -0.419801 -0.118244 0.3711052 F 265 17.265
747 1222 17 0.0735362 -0.118244 -2.356393 F 263 17.263
748 1223 17 -0.939378 -0.118244 -0.703364 F 264 17.264
749 1224 17 -0.265159 -0.118244 -0.207455 F 184 17.184
750 1225 17 0.0043222 -0.118244 0.5364082 M 197 17.197
751 1226 17 -0.419801 -0.118244 0.9496652 M 195 17.195
752 1227 17 0.3280722 -0.118244 -0.538061 M 200 17.200
753 1228 17 -0.197611 -0.118244 -1.116621 F 204 17.204
754 1229 17 0.4026692 -0.118244 0.6190592 F 207 17.207
755 1230 17 0.3280722 -0.118244 2.2720892 F 186 17.186
756 1231 17 -0.419801 -0.118244 -0.207455 F 185 17.185
757 1232 17 -1.029067 -0.118244 -0.290107 M 191 17.191
758 1233 17 0.6107292 -0.118244 -0.124804 M 188 17.188
759 1234 17 -1.836687 -0.118244 -2.108439 M 190 17.190
760 1235 17 1.1758492 -0.118244 0.6190592 F 234 17.234
761 1236 17 -0.419801 -0.118244 -1.695182 M 229 17.229
762 1237 17 0.1340672 -0.118244 1.0323172 F 226 17.226
763 1238 17 1.1758492 -0.118244 1.8588312 M 225 17.225
764 1239 17 -0.555112 -0.118244 0.7017112 F 231 17.231
765 1240 17 1.3101422 -0.118244 1.6935282 F 232 17.232
766 1241 17 0.5443412 -0.118244 -0.45541 F 214 17.214
767 1242 17 -0.197611 -0.118244 0.7843622 F 212 17.212
768 1243 17 -2.510121 -0.118244 -1.529879 F 223 17.223
769 1244 17 -0.062088 -0.118244 -0.538061 F 219 17.219
770 1245 17 -1.118624 -0.118244 -1.03397 F 275 17.275
771 1246 17 -1.335315 -0.118244 0.2058022 M 59 17.59
772 1247 17 1.1094382 -0.118244 0.9496652 F 58 17.58
773 1248 17 0.4026692 -0.118244 2.2720892 M 60 17.60
774 1249 17 -0.338842 -0.118244 -0.868667 F 61 17.61
775 1250 17 -0.338842 -0.118244 0.2884532 F 62 17.62
776 1251 17 -0.129085 -0.118244 -0.124804 F 46 17.46
777 1252 17 0.2613242 -0.118244 0.6190592 F 44 17.44
778 1253 17 -0.776109 -0.118244 0.3711052 F 57 17.57
779 1254 17 -1.335315 -0.118244 -2.686999 M 49 17.49
780 1255 17 0.7472282 -0.118244 0.6190592 F 55 17.55
781 1256 17 0.8965662 -0.118244 0.6190592 F 43 17.43
782 1257 17 -0.419801 -0.118244 -1.199273 F 78 17.78
783 1258 17 1.2405332 -0.118244 1.6935282 F 77 17.77
784 1259 17 -0.776109 -0.118244 -0.372758 F 83 17.83
785 1260 17 0.3280722 -0.118244 -0.042152 F 64 17.64
786 1261 17 1.5061852 -0.118244 0.4537562 M 68 17.68
787 1262 17 -0.197611 -0.118244 -0.703364 F 67 17.67
788 1263 17 0.2613242 -0.118244 -1.943136 F 73 17.73
789 1264 17 0.4026692 -0.118244 -0.868667 F 69 17.69
790 1265 17 -0.197611 -0.118244 -0.45541 F 72 17.72
791 1266 17 -1.438662 -0.118244 -1.447227 F 87 17.87
792 1267 17 -0.492781 -0.118244 -0.786016 F 13 17.13
793 1268 17 -0.939378 -0.118244 0.1231502 M 12 17.12
794 1269 17 0.8965662 -0.118244 1.1149682 M 15 17.15
795 1270 17 1.4395322 -0.118244 0.9496652 F 18 17.18
796 1271 17 0.0043222 -0.118244 0.2884532 F 20 17.20
797 1272 17 -0.338842 -0.118244 0.7017112 F 2 17.2
798 1273 17 -1.118624 -0.118244 -0.124804 F 11 17.11
799 1274 17 -1.438662 -0.118244 -0.290107 F 7 17.7
800 1275 17 0.0735362 -0.118244 -0.45541 F 10 17.10
801 1276 17 -1.219486 -0.118244 -1.447227 M 42 17.42
802 1277 17 -0.492781 -0.118244 0.5364082 F 35 17.35
803 1278 17 0.0043222 -0.118244 0.5364082 F 34 17.34
804 1279 17 -0.265159 -0.118244 -0.042152 F 41 17.41
805 1280 17 0.1340672 -0.118244 0.6190592 F 22 17.22
806 1281 17 0.1941492 -0.118244 -0.207455 M 27 17.27
807 1282 17 -1.029067 -0.118244 -0.042152 F 25 17.25
808 1283 17 -1.723882 -0.118244 -0.042152 M 32 17.32
809 1284 17 0.0043222 -0.118244 0.4537562 M 29 17.29
810 1285 17 -0.265159 -0.118244 -1.447227 F 31 17.31
811 1286 17 -0.623051 -0.118244 -0.620713 F 172 17.172
812 1287 17 -0.623051 -0.118244 -0.620713 F 140 17.140
813 1288 17 -0.129085 -0.118244 1.6108772 M 137 17.137
814 1289 17 -0.338842 -0.118244 1.6108772 F 142 17.142
815 1290 17 -0.939378 -0.118244 0.2058022 F 144 17.144
816 1291 17 -0.939378 -0.118244 -0.290107 M 146 17.146
817 1292 17 -0.555112 -0.118244 0.7017112 F 129 17.129
818 1293 17 1.0396082 -0.118244 1.1149682 F 128 17.128
819 1294 17 -0.623051 -0.118244 -0.372758 F 132 17.132
820 1295 17 -1.836687 -0.118244 0.1231502 F 127 17.127
821 1296 17 0.6787592 -0.118244 0.0404992 F 165 17.165
822 1297 17 -1.526653 -0.118244 -0.45541 F 164 17.164
823 1298 17 0.7472282 -0.118244 0.0404992 F 161 17.161
824 1299 17 1.0396082 -0.118244 3.0159522 F 168 17.168
825 1300 17 -0.129085 -0.118244 -1.116621 F 169 17.169
826 1301 17 0.2613242 -0.118244 -0.951318 F 150 17.150
827 1302 17 0.4026692 -0.118244 0.2884532 F 155 17.155
828 1303 17 0.4026692 -0.118244 0.3711052 F 152 17.152
829 1304 17 1.3101422 -0.118244 -0.868667 F 160 17.160
830 1305 17 1.1758492 -0.118244 -0.45541 F 158 17.158
831 1306 17 -2.108644 -0.118244 -0.951318 F 88 17.88
832 1307 17 -0.062088 -0.118244 0.1231502 F 105 17.105
833 1308 17 -0.85267 -0.118244 -0.290107 F 106 17.106
834 1309 17 0.0735362 -0.118244 0.2058022 F 107 17.107
835 1310 17 0.2613242 -0.118244 0.2884532 F 108 17.108
836 1311 17 0.7472282 -0.118244 0.7843622 F 89 17.89
837 1312 17 -0.419801 -0.118244 -1.695182 M 95 17.95
838 1313 17 -0.419801 -0.118244 -0.207455 F 99 17.99
839 1314 17 1.0396082 -0.118244 0.4537562 F 125 17.125
840 1315 17 0.2613242 -0.118244 1.3629222 M 118 17.118
841 1316 17 0.4026692 -0.118244 0.0404992 F 117 17.117
842 1317 17 -0.492781 -0.118244 0.0404992 F 115 17.115
843 1318 17 0.6107292 -0.118244 0.5364082 F 122 17.122
844 1319 17 -0.338842 -0.118244 -0.868667 F 109 17.109
845 1320 17 -0.699505 -0.118244 -0.290107 F 111 17.111
846 1321 17 -0.85267 -0.118244 -0.620713 M 110 17.110
847 1322 17 -1.836687 -0.118244 -2.934953 M 114 17.114
848 1323 17 -0.776109 -0.118244 0.1231502 F 112 17.112
849 1324 17 -3.059543 -0.118244 -1.860484 M 113 17.113
850 1445 19 -1.62373 0.3846302 -1.447227 M 70 19.70
851 1446 19 0.3280722 0.3846302 0.5364082 F 69 19.69
852 1447 19 0.4781942 0.3846302 0.2884532 M 74 19.74
853 1448 19 1.4395322 0.3846302 0.5364082 F 76 19.76
854 1449 19 -0.129085 0.3846302 1.1149682 M 71 19.71
855 1450 19 1.5792202 0.3846302 0.7017112 F 73 19.73
856 1451 19 1.3101422 0.3846302 1.6935282 F 72 19.72
857 1452 19 -1.029067 0.3846302 0.2884532 M 77 19.77
858 1453 19 -0.338842 0.3846302 0.2058022 M 1 19.1
859 1454 19 0.3280722 0.3846302 0.8670142 M 59 19.59
860 1455 19 0.2613242 0.3846302 0.8670142 M 4 19.4
861 1456 19 0.4781942 0.3846302 0.2884532 M 67 19.67
862 1457 19 0.6107292 0.3846302 -0.372758 F 64 19.64
863 1458 19 -0.776109 0.3846302 -0.290107 M 65 19.65
864 1459 19 1.4395322 0.3846302 1.0323172 F 60 19.60
865 1460 19 -0.623051 0.3846302 0.4537562 M 61 19.61
