case_ID F1_1 F1_3 F1_5 F1_7 F1_9 F1_11 F1_13 F1_15 F1_17 F1_19 C_2 C_4 C_6 C_8 C_10 C_12 C_14 C_16 C_18 C_20 F2_1 F2_3 F2_5 F2_7 F2_9 F2_11 F2_13 F2_15 F2_17 F2_19
218 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
219 0 1 1 0 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
220 1 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
221 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
222 0 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
223 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
224 0 1 0 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
225 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
226 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
227 0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
228 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
229 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
230 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
231 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
232 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
233 0 1 0 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
234 0 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
235 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
236 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
238 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
239 0 1 0 1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
240 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
241 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
242 0 0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
243 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
245 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
246 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
247 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
248 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
249 1 0 1 0 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
250 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA
251 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
252 0 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
253 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
254 0 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
255 0 1 0 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
256 0 1 0 1 1 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
257 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
258 0 0 0 1 1 1 1 0 0 0 1 0 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
259 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
260 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
261 0 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
262 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
263 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
264 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
265 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
266 1 1 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
267 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
268 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
269 0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
270 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
271 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
272 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
273 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA
274 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
275 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
276 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
278 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
279 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
280 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
282 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
283 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
284 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
285 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
287 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
288 0 1 0 1 1 0 1 0 0 0 1 1 1 1 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
289 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
290 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
291 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
292 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
293 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
294 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
295 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
296 0 0 0 1 0 1 1 0 0 0 1 0 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
297 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
298 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
299 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
300 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
301 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
302 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
303 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
304 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
305 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
306 0 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
307 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
308 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
309 0 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
310 1 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
311 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
312 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA
313 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
314 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
315 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
316 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
317 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
318 0 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
320 0 1 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
321 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
322 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
323 0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
324 0 1 0 1 1 1 1 1 0 0 1 1 1 0 0 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
325 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
326 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
327 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
328 0 0 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
329 1 0 1 1 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
330 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
331 1 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
332 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
333 0 1 1 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
334 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
335 0 1 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
336 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
337 0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
338 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
339 0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
340 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
341 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
342 1 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
343 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
344 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
345 0 0 0 0 0 1 1 0 0 0 1 1 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
346 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
347 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
348 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
350 0 0 0 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
351 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
352 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
354 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
355 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA
356 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
357 0 0 1 1 0 1 1 1 0 0 0 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
358 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
359 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
360 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
361 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
362 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
363 0 1 0 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
364 0 1 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
365 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
366 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
367 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
368 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
370 0 0 0 1 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
371 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
372 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
373 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
374 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
375 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
376 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
377 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
378 1 0 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
379 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
380 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
381 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
382 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
383 1 0 1 1 0 1 0 1 1 0 0 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
384 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
385 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
386 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
387 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
388 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
389 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
390 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
391 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
392 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
394 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
395 0 1 0 1 1 1 1 1 0 0 0 0 0 1 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
396 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
397 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
398 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
399 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
400 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
401 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
402 0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
403 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
404 0 0 0 1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
405 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
406 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
407 0 0 1 1 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
408 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
409 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
410 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
411 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
412 0 1 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
413 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
414 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
415 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
417 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
418 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
419 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
420 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
421 0 1 0 1 0 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
422 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
423 0 1 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
424 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
425 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
426 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
427 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
428 0 0 0 1 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
429 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
430 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
431 0 0 0 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
432 0 1 0 1 0 1 1 1 0 0 0 0 0 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
433 0 0 0 1 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
434 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
435 0 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
436 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
