case_ID F2_1 C_2 F2_3 C_4 F2_5 C_6 F2_7 C_8 F2_9 C_10 F2_11 C_12 F2_13 C_14 F2_15 C_16 F2_17 C_18 F2_19 C_20
329 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0
330 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
331 0 0 0 0 0 0 1 0 1 1 1 0 1 1 0 1 0 1 0 1
332 0 1 1 0 0 0 1 0 1 1 1 0 1 0 1 1 0 0 0 1
333 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
334 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0
335 0 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1
336 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0
337 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0
338 0 0 0 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 0 0
339 0 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 0 1 0 1
340 0 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 1
341 0 0 1 0 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0 0
342 1 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1
343 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 1
344 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0
345 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
346 0 1 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0
347 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0
348 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
349 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
350 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0
351 0 1 0 0 0 1 1 0 1 1 1 0 0 0 1 1 1 0 0 1
352 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0
353 0 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 0 0 0 1
354 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
355 0 0 1 0 1 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0
356 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1
357 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0
358 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0
359 0 1 1 0 0 0 1 1 1 1 1 0 1 0 0 1 0 0 0 0
360 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
361 0 1 1 0 1 0 1 0 1 0 1 1 1 0 0 1 0 0 0 0
362 0 0 1 0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 0 1
363 0 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0
364 0 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0 1
365 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0
366 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
367 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
368 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 0 0 0 1
369 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0
370 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 1 0 0 1
371 0 1 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 0 0 0
372 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
373 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
374 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 1 0 0
375 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0
376 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0
377 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0
378 0 1 1 0 0 1 0 0 1 1 1 1 1 0 0 0 0 0 0 0
379 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 0 0 0
380 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0 1
381 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
382 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0
383 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0
384 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0
385 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
386 0 0 0 1 0 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0
387 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
388 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
389 0 0 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0
390 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
391 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 0 0
392 1 1 0 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 0 0
393 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
394 0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0
395 0 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 0 0 0 0
396 0 0 1 0 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1
397 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
398 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1
399 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1
400 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
401 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
402 0 1 0 1 0 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1
403 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0
404 1 1 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0
405 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0
406 0 1 0 0 0 1 0 1 1 1 1 0 1 0 1 1 0 0 0 0
407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
408 0 1 1 0 0 0 0 0 0 1 1 0 1 1 1 1 1 0 0 0
409 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
410 1 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 0 1
411 0 0 0 1 0 0 1 0 1 1 1 0 1 0 0 1 1 0 0 0
412 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
413 0 1 0 0 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0
414 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 0 1
415 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
416 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
417 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1
418 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0
419 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0
420 0 1 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1
421 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0
422 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
423 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 1 0 0 0 1
424 0 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 1 0 0 0
425 1 1 0 0 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0
426 0 1 0 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 0 1
427 0 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0 0 0
428 1 0 1 0 0 1 1 0 1 1 1 0 1 0 1 1 0 1 0 0
429 0 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 0 1 0 0
430 1 1 0 0 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1
431 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1
432 0 1 0 0 0 0 1 0 1 1 1 0 1 0 1 1 0 0 0 0
433 0 1 0 1 0 1 1 0 0 0 1 0 1 0 1 1 1 0 0 0
434 1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 0 1 0 0
435 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
436 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
437 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
438 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
439 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0
440 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1
441 0 0 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0
442 0 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 1
443 0 1 1 0 0 1 1 1 0 0 1 0 1 1 1 1 0 0 0 0
444 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0
445 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 1 1 1 0 0
446 1 1 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0
447 1 1 0 1 0 0 1 1 0 1 1 0 1 1 1 1 0 0 0 1
448 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
449 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0
450 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0
451 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1
452 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0
453 0 0 0 1 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0
454 1 1 1 1 0 0 1 0 1 1 1 0 1 0 1 0 0 0 0 1
455 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0
456 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1
457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
458 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1
459 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
460 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
461 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
462 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 0 0 0
463 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1
464 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1
465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
466 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
467 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
468 0 1 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0
469 0 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1
470 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 1 1 0 0 0
471 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
472 1 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0
473 0 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1 0 0 1
474 1 0 0 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1
475 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
476 0 1 0 0 0 1 1 0 1 1 1 1 1 1 0 1 0 0 0 0
477 0 1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 0 0 0 0
478 0 1 0 0 1 1 0 0 1 1 1 0 1 0 1 1 1 0 0 0
479 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
480 1 1 1 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 1
481 0 1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0
482 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0
483 0 0 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1
484 0 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0
485 0 0 0 1 0 1 1 1 0 1 1 0 1 0 1 0 0 0 0 0
486 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0
487 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0
488 0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1
489 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1
490 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
491 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0
492 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 0 1
493 0 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0
494 0 1 0 0 0 0 1 0 0 1 1 0 1 1 1 1 1 0 0 0
495 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
496 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0
497 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 1 0 0 0 0
498 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1
499 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
500 1 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 1
501 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 1
502 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
503 0 1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1
504 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1
505 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 0 0 1
506 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1
507 0 1 0 0 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 0
508 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0
509 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0 0
510 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1
511 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
512 1 1 0 0 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1
513 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
514 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
515 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1
516 0 0 1 0 0 1 0 0 1 0 1 1 1 0 1 1 0 0 0 0
517 0 0 1 1 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 0
518 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0
519 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 0
520 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 0 0
521 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 0 0
522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
523 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
524 0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 0
525 0 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1
526 1 0 0 0 1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0
527 0 1 1 0 0 1 1 1 0 1 0 1 1 1 0 1 0 0 0 0
528 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0
529 0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 1 0 0 0 0
530 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
531 0 1 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 0 1
532 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0
533 0 0 0 0 1 1 0 0 1 1 1 0 1 0 1 1 0 0 0 0
534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
535 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
536 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 0 0 0
537 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1
538 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 1
539 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
540 0 1 1 1 0 0 1 0 0 1 1 1 1 0 1 1 0 0 0 0
541 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 0 0
542 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
543 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0
544 1 1 0 0 0 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0
545 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
546 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1
547 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0
548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
549 0 0 0 0 0 1 0 0 0 1 1 0 1 1 1 0 0 1 0 0
550 0 1 0 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0
551 0 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1
552 0 1 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0
553 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1
554 0 1 0 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 0 1
555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0
556 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0
557 0 1 0 1 1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0
558 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 0
559 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1
560 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0
561 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0
562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
563 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 0 0 1
564 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
565 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1
566 0 1 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 1
567 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0
568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
569 0 1 0 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 0
570 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
571 0 1 0 0 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 1
572 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
573 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 0 1 0 0 0
574 0 0 1 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 1
575 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
576 0 1 0 0 1 1 1 0 0 1 1 0 1 1 1 1 0 0 0 0
577 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1
578 0 1 1 1 1 1 1 0 1 0 1 0 1 0 1 0 1 0 0 1
579 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
580 0 1 0 0 0 1 0 0 1 1 1 0 1 0 1 1 0 0 0 0
581 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
582 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1
583 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 1
584 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
585 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0
586 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0
587 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
588 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
589 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0
590 0 1 0 0 0 1 0 1 0 1 1 0 1 0 1 1 0 0 0 0
591 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1
592 0 0 0 1 0 1 1 0 1 0 0 1 1 1 1 1 0 0 0 1
593 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
594 0 1 0 1 1 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0
595 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1
596 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
597 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0
598 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
599 0 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 0 0 0
600 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 1
601 0 0 1 0 0 0 1 1 0 0 1 1 1 0 1 1 0 0 0 0
602 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0
603 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0 0 1 0 1
604 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 0 0
605 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 0
606 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
607 1 1 0 0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
608 0 1 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 0 0 1
609 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 0 1
610 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1
611 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1
612 0 0 0 0 1 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0
613 0 1 0 1 0 1 1 0 1 1 1 0 0 0 1 1 0 0 0 1
614 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0
615 0 1 0 1 0 1 1 1 1 0 1 0 1 0 1 1 1 0 0 0
616 0 1 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 1 0 1
617 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
618 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0
619 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 1
620 0 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 1 0
621 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
622 1 1 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0
623 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
624 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
625 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 0 1
626 0 1 0 0 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 1
627 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 0 0 0 0
628 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 0
629 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0
630 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0
631 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1
632 0 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 0 1 0
633 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
634 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
635 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
636 0 1 0 0 0 1 0 0 1 1 1 0 1 0 1 1 0 0 0 0
637 0 1 0 0 0 1 0 0 0 1 1 0 1 0 1 1 1 0 0 0
638 0 1 0 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 0
639 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
640 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
641 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
642 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
643 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 0 0
644 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
645 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1
646 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
647 0 0 0 1 0 1 0 1 0 1 1 0 1 0 1 1 0 0 0 1
648 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0
649 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0
650 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
651 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0
652 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
653 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
654 0 0 0 1 0 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0
655 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1
656 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0
657 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 0 0 0
658 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
659 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0
