case_ID F1_1 C_2 F1_3 C_4 F1_5 C_6 F1_7 C_8 F1_9 C_10 F1_11 C_12 F1_13 C_14 F1_15 C_16 F1_17 C_18 F1_19 C_20
329 1 0 0 1 1 1 1 1 1 1 0 0 1 0 1 0 0 0 0 1
330 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0
331 1 0 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0 0 0
332 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
333 0 1 1 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0
334 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1
335 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1
336 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 0
337 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0
338 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0
339 0 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 0 0 0 0
340 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
341 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1
342 1 1 0 0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0
343 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
344 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
345 0 1 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0
346 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
347 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0
348 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0
349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
350 0 1 0 0 0 1 0 0 1 1 1 0 0 1 1 0 1 0 0 0
351 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
352 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0
353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
354 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0
355 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0
356 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0
357 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1
358 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
359 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0
360 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
361 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
362 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1
363 0 1 1 1 0 1 1 0 1 0 1 0 1 0 1 1 0 0 0 1
364 0 1 1 0 0 0 1 1 0 1 1 0 1 1 1 1 0 0 0 0
365 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1
366 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0
367 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1
368 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
370 0 0 0 1 0 1 1 1 1 1 0 0 1 0 1 0 0 0 0 0
371 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0
372 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0
373 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
374 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0
375 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0
376 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1 1 0 0 0 1
377 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1
378 1 0 0 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0
379 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0
380 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0 0
381 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0
382 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
383 1 0 0 0 1 1 1 0 0 0 1 0 0 1 1 0 1 0 0 0
384 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0
385 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
386 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
387 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
388 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1
389 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
390 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 1
391 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
392 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
394 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
395 0 0 1 0 0 0 1 1 1 0 1 0 1 0 1 1 0 0 0 1
396 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0
397 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0
398 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0
399 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
400 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
401 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
402 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0
403 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0
404 0 0 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1
405 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
406 0 1 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0
407 0 0 0 1 1 1 1 0 0 1 1 0 1 1 0 1 1 0 0 0
408 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
409 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
410 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
411 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
412 0 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0
413 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 1 0 1 0 0
414 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1
415 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
417 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0
418 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0
419 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 0 0
420 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0
421 0 1 1 0 0 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1
422 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0
423 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0
424 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0
425 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0
426 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
427 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 0
428 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 0
429 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
430 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 1
431 0 1 0 0 0 1 1 0 1 1 1 0 1 0 0 1 0 0 0 0
432 0 0 1 0 0 0 1 1 0 1 1 1 1 0 1 1 0 0 0 0
433 0 1 0 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 0 1
434 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
435 0 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0
436 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0
437 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
438 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0 0 0 0 0
439 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 0
440 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 1
441 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 0 1 0 0 0
442 0 0 0 1 1 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0
443 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1 1 0 0 1
444 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 0 0
445 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
447 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
448 0 1 1 0 0 1 0 0 0 1 1 1 1 0 1 1 0 0 0 1
449 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0
450 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 1 0 0 0 1
451 0 1 1 0 0 0 0 1 1 1 1 0 1 0 1 1 0 0 0 1
452 0 1 1 1 0 1 0 0 0 1 1 0 1 0 1 1 0 1 0 0
453 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0
454 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1
455 0 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 1 1 0 1
456 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1
457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
458 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0
459 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 1
460 0 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 0 1
461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
462 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1
463 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0
464 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0
465 0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 0 0
466 0 0 1 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 0
467 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
468 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0
469 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1
470 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
471 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
472 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0
473 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
474 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0
475 0 1 0 0 0 0 1 1 0 0 1 1 1 0 1 1 0 0 0 0
476 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
477 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 0 1 1 0 0
478 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
479 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
480 0 1 1 1 0 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0
481 0 0 1 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 1
482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
483 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0
484 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
485 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0
486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
487 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
488 0 0 0 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 1
489 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
490 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
491 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 0
492 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
493 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0
494 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1
495 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0
496 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0
497 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
498 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
499 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0
500 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0
501 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
502 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0
503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
504 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0
505 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0
506 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
507 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 0
508 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 0 0 0 0 0
509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
510 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
511 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 0 0 1
512 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1
513 0 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 0 0 0 0
514 0 1 1 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0
515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
516 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0
517 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0
518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
519 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
520 0 1 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0
521 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
522 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0
523 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0
524 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
525 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
526 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1
527 1 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1
528 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0
529 0 1 1 0 0 0 1 0 0 0 1 1 1 1 1 1 0 0 0 1
530 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1
531 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
532 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
533 0 1 0 0 0 1 1 0 1 0 1 1 1 0 1 0 0 0 0 1
534 1 1 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1 0 0 0
535 0 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
536 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0
537 0 1 1 1 0 1 0 1 1 0 1 0 1 0 1 1 0 0 0 1
538 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1
539 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0
540 0 1 0 0 0 0 1 0 1 0 1 1 1 0 1 1 0 1 0 0
541 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
542 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 0 0 1
543 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0
544 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
545 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
547 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
548 0 0 0 1 0 1 0 0 1 1 1 0 1 0 0 1 1 0 0 1
549 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0
550 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0
551 0 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0
552 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0
553 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
554 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1
555 0 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1
556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
557 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0
558 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 1 0 0
559 0 1 0 0 0 0 1 0 1 1 1 0 1 0 1 1 0 0 0 0
560 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0
561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
562 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
563 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0
564 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0
565 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1
566 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1
567 0 0 0 1 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0
568 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 0
569 0 1 0 1 1 0 1 0 1 1 1 0 1 0 1 1 1 0 0 0
570 0 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 0 0 1
571 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0
572 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
573 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0
574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
575 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
576 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1
577 0 1 1 0 0 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0
578 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1
579 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0
580 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 0 0 1
581 0 1 0 1 0 1 0 0 0 0 1 0 1 1 1 0 0 0 0 0
582 1 0 1 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0
583 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
584 0 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 0 0 0
585 1 1 0 0 0 1 1 1 1 0 1 0 1 1 1 1 0 1 0 1
586 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1
587 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
588 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
589 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0
590 0 1 0 0 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0
591 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0
592 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0 0 0
593 0 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 0 0 1
594 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
595 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 1 1 0 0 0
596 0 1 0 0 1 1 0 0 1 1 1 0 1 0 1 1 0 0 0 1
597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
598 1 1 1 0 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0
599 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0
600 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
601 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 0 0 0 0
602 0 1 0 1 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0
603 0 0 1 0 0 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0
604 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0
605 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 0 0
606 0 1 1 1 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 1
607 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
608 0 1 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0
609 0 0 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0
610 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
611 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0
612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
613 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
614 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1
615 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0
616 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
617 0 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 1 0 0 1
618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
619 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0
620 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
621 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0
622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
623 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0
624 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1
625 0 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0
626 0 1 1 1 0 1 0 0 1 1 1 0 1 1 1 0 1 0 1 1
627 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
628 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
629 0 0 0 0 0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 1
630 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0
631 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 0
632 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
634 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0
635 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 0 0 0
636 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
637 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0
638 0 1 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0
639 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
640 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0
641 0 0 1 1 0 1 1 0 1 0 1 0 1 0 1 1 0 0 0 1
642 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1
643 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
644 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 1
645 0 1 0 0 0 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1
646 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
647 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
648 0 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0
649 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1
650 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0
651 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0
652 0 1 0 1 0 1 0 0 0 1 1 1 1 0 1 1 0 0 0 1
653 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0
654 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0
655 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
656 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
657 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
658 0 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 0 1
659 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
